playerId,playerName,actualPossessions,rawAbilityRate,validatedReliability,validatedDRBL100,shadowRank,currentProductionDRBL100,currentProductionRank
1628983,Shai Gilgeous-Alexander,9235,3.2533,0.8523304107060452,2.7728865251499766,1,1.52,1
202695,Kawhi Leonard,8540,2.8679,0.8422090729783037,2.4153714003944775,2,1.22,2
1631105,Jalen Duren,8146,2.4466,0.8358300841370819,2.0449418838497846,3,1.2,3
203507,Giannis Antetokounmpo,4232,2.5566,0.7256515775034293,1.8552008230452675,4,1.17,21
1628374,Lauri Markkanen,6266,2.2942,0.7965929316043733,1.8275435036867531,5,1.91,10
1641705,Victor Wembanyama,7784,2.0991,0.8294970161977835,1.7411971867007674,6,0.55,5
1642396,Blake Hinson,1218,3.8071,0.43222143364088006,1.6455102200141944,7,0.83,80
202710,Jimmy Butler III,4853,2.185,0.7520533085386641,1.6432364791569811,8,2.31,23
1629680,Matisse Thybulle,2049,2.6155,0.5615237051246917,1.4686652507536313,9,1.6,69
1630162,Anthony Edwards,8938,1.6467,0.8481685329284494,1.3966791231732776,10,0.94,9
1630198,Isaiah Joe,6182,1.7546,0.7943973271652531,1.393849550244153,11,0.42,20
1628378,Donovan Mitchell,9900,1.603,0.8608695652173913,1.3799739130434783,12,0.79,7
203999,Nikola Jokić,9758,1.5916,0.8591301285437577,1.3673915125902447,13,0.75,8
1626181,Norman Powell,7564,1.6494,0.8254037538192929,1.3614209515495417,14,0.73,13
1630178,Tyrese Maxey,10951,1.5205,0.872520117918891,1.3266668392956737,15,0.77,4
1629627,Zion Williamson,7789,1.5477,0.8295878155288103,1.28395306209394,16,0.68,15
1629057,Robert Williams III,4265,1.7449,0.7271952259164536,1.2688829497016199,17,0.77,41
1629750,Javonte Green,6387,1.5778,0.7996744710154,1.2617263803680983,18,0.28,24
201939,Stephen Curry,5745,1.5674,0.7821647379169503,1.2259650102110278,19,0.72,28
201142,Kevin Durant,11517,1.3852,0.878020888922772,1.2162345353358237,20,0.56,6
1642504,Cormac Ryan,1075,2.9751,0.40186915887850466,1.1956009345794392,21,0.92,111
1629674,Neemias Queta,7536,1.4241,0.8248686514886164,1.1746954465849386,22,0.5,22
1642851,Kon Knueppel,10376,1.3526,0.8663994655978624,1.1718919171676687,23,0.67,11
1630245,Ayo Dosunmu,8119,1.4009,0.8353740096717769,1.1702754501491923,24,0.41,18
1631096,Chet Holmgren,8379,1.36,0.8396632929151218,1.1419420783645657,25,0.36,17
1630541,Moses Moody,6468,1.3733,0.8016856717897868,1.1009549330689141,26,0.33,30
1629029,Luka Dončić,9501,1.2754,0.8558688406449869,1.0915751193586163,27,0.41,14
1630241,Sam Merrill,5636,1.396,0.7788833609729132,1.0873211719181868,28,1.05,35
1631109,Mark Williams,5935,1.3747,0.787657597876576,1.082792899800929,29,0.71,34
1630572,Sandro Mamukelashvili,7199,1.3221,0.8181611546766678,1.0816908625980226,30,0.5,27
1629637,Jaxson Hayes,4934,1.4174,0.7551270278543006,1.0703170492806857,31,0.56,49
1630540,Miles McBride,4395,1.4511,0.7331109257714762,1.0638172643869892,32,0.61,57
1629655,Daniel Gafford,4980,1.4056,0.756838905775076,1.0638127659574468,33,0.49,48
1629008,Michael Porter Jr.,6830,1.3084,0.8102016607354685,1.060067852906287,34,0.68,29
1630194,Paul Reed,3883,1.4766,0.7081889476563925,1.0457118001094292,35,0.65,64
1630530,Trey Murphy III,9748,1.2165,0.8590059922453296,1.0449807895664434,36,0.58,16
1629640,Keldon Johnson,8028,1.2403,0.8338180307436643,1.0341845035313668,37,0.94,26
1630217,Desmond Bane,11232,1.1471,0.8753117206982544,1.0040700748129676,38,0.34,12
1631169,Josh Minott,3365,1.4604,0.6777442094662638,0.9897776435045316,39,0.14,76
1628384,OG Anunoby,8823,1.1399,0.8464933320541111,0.9649177492084812,40,0.16,25
1642266,Ja'Kobe Walter,6062,1.1995,0.7911772383189768,0.9490170973636127,41,0.15,43
1629011,Mitchell Robinson,4669,1.2706,0.7447758813207848,0.9463122348061891,42,0.14,63
1628386,Jarrett Allen,6448,1.1666,0.8011928429423459,0.9346715705765408,43,0.32,40
1630533,Ziaire Williams,5297,1.1988,0.7680150790198637,0.9206964767290127,44,0.13,58
1631255,Karlo Matković,3688,1.3004,0.697428139183056,0.9069355521936461,45,0.69,77
1630200,Tre Jones,7641,1.094,0.8268585650903582,0.9045832702088519,46,0.31,33
1628379,Luke Kennard,6978,1.1112,0.813476334809979,0.9039349032408487,47,0.77,37
1630568,Luka Garza,4589,1.2095,0.7414768137017289,0.8968162061722411,48,0.78,67
1642066,Myron Gardner,1760,1.6852,0.5238095238095238,0.8827238095238096,49,0.9,118
1630532,Franz Wagner,4174,1.2133,0.7228957395219952,0.8770894007620368,50,0.64,74
