season,playerId,teamId,observedRawStintAttributedValue,w0AllocatedSeasonPoints,difference,teamExposureShare,multiTeam,note
SUMMARY,,,,,,,,n=1314; meanDiff=7.083797441748335e-16; p50=0; p99Abs=24.071639040464625; role=DIAGNOSTIC_ONLY
2024-25,1626153,1610612749,-10.338845002670313,-9.348634002496954,-0.9902110001733586,0.6476079346557759,YES,
2024-25,1626153,1610612752,-4.09679344803219,-5.08700444820555,0.9902110001733604,0.352392065344224,YES,
2024-25,1626156,1610612747,-31.739193872077205,-43.50341804749042,11.764224175413215,0.5203384315001627,YES,
2024-25,1626156,1610612751,-51.86681216915986,-40.102587993746646,-11.764224175413212,0.47966156849983727,YES,
2024-25,1627732,1610612746,-24.914158935063373,-28.88805925379212,3.9739003187287487,0.26339285714285715,YES,
2024-25,1627732,1610612751,-84.76254060475769,-80.78864028602881,-3.97390031872888,0.7366071428571429,YES,
2024-25,1627747,1610612737,17.645972554588553,7.497781489863776,10.148191064724777,0.4353149432069627,YES,
2024-25,1627747,1610612739,-0.42216343232947046,9.7260276323953,-10.148191064724772,0.5646850567930374,YES,
2024-25,1627777,1610612737,-15.405692397470224,-7.93657536206503,-7.469117035405194,0.3830054416073671,YES,
2024-25,1627777,1610612739,-5.316142072446009,-12.785259107851207,7.469117035405198,0.616994558392633,YES,
2024-25,1627827,1610612747,5.188027687682278,14.380867666559418,-9.192839978877139,0.6808100289296046,YES,
2024-25,1627827,1610612751,15.935144791385957,6.742304812508735,9.192839978877222,0.3191899710703954,YES,
2024-25,1628368,1610612758,47.962261220342846,2.349287439333854,45.61297378100899,0.7396893411890734,YES,
2024-25,1628368,1610612759,-44.786215131105976,0.8267586499031522,-45.61297378100913,0.26031065881092663,YES,
2024-25,1628380,1610612741,3.7886249240887815,0.8322337697736094,2.956391154315172,0.5701906412478336,YES,
2024-25,1628380,1610612759,-2.3290538445769906,0.6273373097381615,-2.956391154315152,0.42980935875216636,YES,
2024-25,1628398,1610612749,-70.4382320956911,-72.69041542354881,2.2521833278577077,0.5385081133446356,YES,
2024-25,1628398,1610612764,-64.54657801621913,-62.294394688361706,-2.2521833278574235,0.4614918866553645,YES,
2024-25,1628418,1610612748,4.110616256420537,0.30649455130953457,3.804121705111002,0.10423620025673941,YES,
2024-25,1628418,1610612754,-1.170231336837651,2.6338903682733155,-3.8041217051109664,0.8957637997432606,YES,
2024-25,1628470,1610612738,-12.629819353430179,0.18916540157223088,-12.81898475500241,0.6229249011857707,YES,
2024-25,1628470,1610612741,12.933492237933839,0.11450748293141387,12.818984755002425,0.37707509881422924,YES,
2024-25,1628963,1610612763,-2.6509554671303364,1.9619831445873095,-4.612938611717646,0.35384615384615387,YES,
2024-25,1628963,1610612764,8.195690440964036,3.582751829246391,4.612938611717645,0.6461538461538462,YES,
2024-25,1628964,1610612740,-4.280861600976108,-2.546833686898009,-1.7340279140780988,0.14042553191489363,YES,
2024-25,1628964,1610612746,-13.855681320873359,-15.589709234951448,1.734027914078089,0.8595744680851064,YES,
2024-25,1628971,1610612740,-22.104888120599256,-13.99790088039497,-8.106987240204285,0.6201632008423269,YES,
2024-25,1628971,1610612761,-0.4664299798338923,-8.573417220038175,8.106987240204283,0.3798367991576731,YES,
2024-25,1628989,1610612741,24.55962182893472,4.821652157197607,19.737969671737112,0.4674431658714566,YES,
2024-25,1628989,1610612758,-14.244673383365772,5.493296288371336,-19.73796967173711,0.5325568341285434,YES,
2024-25,1628997,1610612742,-9.627267589794833,-11.00520191811697,1.3779343283221372,0.23089464030976156,YES,
2024-25,1628997,1610612755,-38.03603851099948,-36.658104182677356,-1.3779343283221266,0.7691053596902384,YES,
2024-25,1628998,1610612756,-12.569602481602272,-0.9123458894429514,-11.657256592159321,0.17625077849283788,YES,
2024-25,1628998,1610612766,7.393194767295197,-4.264061824864112,11.65725659215931,0.8237492215071621,YES,
2024-25,1629003,1610612747,-20.94073668265266,-3.587852893376795,-17.352883789275865,0.40534194305840915,YES,
2024-25,1629003,1610612751,12.089313939904839,-5.263569849371026,17.352883789275865,0.5946580569415908,YES,
2024-25,1629006,1610612756,21.655524145874075,29.48840475047227,-7.832880604598195,0.5614104595879557,YES,
2024-25,1629006,1610612766,30.870046489406125,23.037165884807905,7.83288060459822,0.4385895404120444,YES,
2024-25,1629029,1610612742,42.0350191791835,27.33599539342765,14.699023785755852,0.4543973941368078,YES,
2024-25,1629029,1610612747,18.123766381980026,32.822790167735704,-14.699023785755678,0.5456026058631922,YES,
2024-25,1629162,1610612758,-1.7930762394742819,10.499780656425425,-12.292856895899707,0.5955414012738853,YES,
2024-25,1629162,1610612759,19.423723972723398,7.130867076823685,12.292856895899714,0.40445859872611467,YES,
2024-25,1629234,1610612746,-15.422342138229933,-4.7061356807127,-10.716206457517233,0.22721354166666666,YES,
2024-25,1629234,1610612762,-5.290048708688982,-16.006255166206234,10.716206457517252,0.7727864583333334,YES,
2024-25,1629611,1610612737,13.99243116723018,-2.6906652473825265,16.683096414612706,0.49492342109791776,YES,
2024-25,1629611,1610612746,-19.42895959300902,-2.7458631783962852,-16.683096414612734,0.5050765789020822,YES,
2024-25,1629631,1610612737,62.17188819242054,69.32898671229096,-7.1570985198704165,0.6162346521145975,YES,
2024-25,1629631,1610612739,50.33231207348467,43.175213553614,7.157098519870672,0.38376534788540245,YES,
2024-25,1629643,1610612739,-1.511407042640377,0.4281217975550737,-1.9395288401954507,0.1089588377723971,YES,
2024-25,1629643,1610612755,5.440613762423611,3.5010849222281575,1.9395288401954538,0.8910411622276029,YES,
2024-25,1629645,1610612746,-76.23059565228469,-25.29342358184341,-50.93717207044128,0.5947637082166969,YES,
2024-25,1629645,1610612749,33.703751407396915,-17.23342066304447,50.937172070441385,0.40523629178330317,YES,
2024-25,1629650,1610612742,11.668509417292727,8.015988228353143,3.652521188939584,0.5899419729206963,YES,
2024-25,1629650,1610612754,1.9192476779812888,5.571768866920873,-3.6525211889395846,0.41005802707930367,YES,
2024-25,1629656,1610612742,15.396540821617226,10.159584559222798,5.236956262394427,0.5329783371656783,YES,
2024-25,1629656,1610612755,3.66536817312792,8.902324435522429,-5.236956262394509,0.46702166283432167,YES,
2024-25,1629750,1610612739,-4.704067661593051,-1.4280654304693214,-3.276002231123729,0.12786185487000387,YES,
2024-25,1629750,1610612740,-6.464747556371864,-9.740749787495599,3.2760022311237345,0.8721381451299961,YES,
2024-25,1630200,1610612741,27.256302308897023,15.204419255804552,12.051883053092471,0.5301665301665301,YES,
2024-25,1630200,1610612759,1.4222701596982819,13.47415321279075,-12.051883053092467,0.46983346983346985,YES,
2024-25,1630208,1610612756,-25.095797759722377,-25.366382194415323,0.270584434692946,0.640115718418515,YES,
