teamId,abbreviation,actualWins,games,pointDifferential,netRating,teamProductionWAR,teamPairedWAR,teamCombinedConvertedWAR,teamCombinedRefitWAR,sumPlayerSeasonalImpact_paired,impact_vs_pointDiff,conservationNote,DIAGNOSTIC_CANDIDATE
1610612760,OKC,68,82,1055,12.72,54.749470087092156,27.374735043546078,27.374735043546078,27.374735043546075,1059.7933138287124,4.793313828712371,Player model not designed to conserve team differential exactly,true
1610612739,CLE,64,82,782,9.54,67.41704288876385,33.70852144438192,33.70852144438192,33.70852144438192,1305.001330203929,523.001330203929,Player model not designed to conserve team differential exactly,true
1610612738,BOS,61,82,747,9.51,60.05712608267599,30.028563041337996,30.028563041337996,30.028563041338003,1162.5343691717997,415.53436917179965,Player model not designed to conserve team differential exactly,true
1610612745,HOU,52,82,370,4.34,33.96754388445735,16.983771942228675,16.983771942228675,16.98377194222868,657.5145994777102,287.51459947771025,Player model not designed to conserve team differential exactly,true
1610612752,NYK,51,82,336,4.09,33.871454813859884,16.935727406929942,16.935727406929942,16.935727406929946,655.6545896111448,319.65458961114484,Player model not designed to conserve team differential exactly,true
1610612746,LAC,50,82,382,4.77,21.533921569275257,10.766960784637629,10.766960784637629,10.766960784637636,416.8351960909714,34.83519609097141,Player model not designed to conserve team differential exactly,true
1610612743,DEN,50,82,319,3.77,30.79006255746702,15.39503127873351,15.39503127873351,15.395031278733502,596.0076395052542,277.00763950525425,Player model not designed to conserve team differential exactly,true
1610612754,IND,50,82,183,2.3,12.903081688921933,6.4515408444609665,6.4515408444609665,6.45154084446097,249.76679554984597,66.76679554984597,Player model not designed to conserve team differential exactly,true
1610612747,LAL,50,82,100,1.22,17.970118738005347,8.985059369002673,8.985059369002673,8.985059369002675,347.8501555713894,247.8501555713894,Player model not designed to conserve team differential exactly,true
1610612750,MIN,49,82,410,5.19,54.23753460820163,27.118767304100814,27.118767304100814,27.118767304100814,1049.8837056301888,639.8837056301888,Player model not designed to conserve team differential exactly,true
1610612763,MEM,48,82,398,4.72,34.85686316267498,17.42843158133749,17.42843158133749,17.42843158133749,674.7292797917801,276.7292797917801,Player model not designed to conserve team differential exactly,true
1610612744,GSW,48,82,271,3.28,35.83808844369728,17.91904422184864,17.91904422184864,17.919044221848644,693.7229977315691,422.7229977315691,Player model not designed to conserve team differential exactly,true
1610612749,MIL,48,82,203,2.47,19.63046414065794,9.81523207032897,9.81523207032897,9.81523207032897,379.98969872273585,176.98969872273585,Player model not designed to conserve team differential exactly,true
1610612765,DET,44,82,156,1.93,29.862352116454282,14.931176058227141,14.931176058227141,14.931176058227145,578.049815968508,422.049815968508,Player model not designed to conserve team differential exactly,true
1610612753,ORL,41,82,-10,-0.08,23.648296987367736,11.824148493683868,11.824148493683868,11.824148493683872,457.7634631126185,467.7634631126185,Player model not designed to conserve team differential exactly,true
1610612758,SAC,40,82,39,0.51,32.17783026715651,16.088915133578254,16.088915133578254,16.088915133578254,622.8708573142435,583.8708573142435,Player model not designed to conserve team differential exactly,true
1610612737,ATL,40,82,-93,-1,31.469721087794177,15.734860543897089,15.734860543897089,15.734860543897089,609.1638867708732,702.1638867708732,Player model not designed to conserve team differential exactly,true
1610612741,CHI,39,82,-131,-1.49,27.588758002212572,13.794379001106286,13.794379001106286,13.794379001106286,534.0395298999719,665.0395298999719,Player model not designed to conserve team differential exactly,true
1610612742,DAL,39,82,-98,-1.15,19.64811089267006,9.82405544633503,9.82405544633503,9.824055446335034,380.3312894223992,478.3312894223992,Player model not designed to conserve team differential exactly,true
1610612755,PHI,24,82,-508,-6.42,3.9894776099661184,1.9947388049830592,1.9947388049830592,1.9947388049830592,77.22488802148705,585.224888021487,Player model not designed to conserve team differential exactly,true
1610612759,SAS,34,82,-226,-2.71,34.008828918633014,17.004414459316507,17.004414459316507,17.004414459316507,658.3137597821103,884.3137597821103,Player model not designed to conserve team differential exactly,true
1610612757,POR,36,82,-244,-2.8,0.9769055008308456,0.4884527504154228,0.4884527504154228,0.48845275041542635,18.910099337511397,262.9100993375114,Player model not designed to conserve team differential exactly,true
1610612756,PHX,36,82,-246,-3.04,17.323068300352006,8.661534150176003,8.661534150176003,8.661534150176003,335.3251078139565,581.3251078139565,Player model not designed to conserve team differential exactly,true
1610612761,TOR,30,82,-352,-4.41,-0.7758240211960121,-0.38791201059800606,-0.38791201059800606,-0.3879120105980096,-15.017736410294276,336.9822635897057,Player model not designed to conserve team differential exactly,true
1610612751,BKN,26,82,-583,-7.21,13.550613559211861,6.7753067796059305,6.7753067796059305,6.775306779605929,262.301162467601,845.301162467601,Player model not designed to conserve team differential exactly,true
1610612740,NOP,21,82,-779,-9.62,9.431957353337877,4.715978676668938,4.715978676668938,4.71597867666894,182.57574591104031,961.5757459110403,Player model not designed to conserve team differential exactly,true
1610612766,CHA,19,82,-747,-9.28,24.620239843199688,12.310119921599844,12.310119921599844,12.310119921599851,476.5774998219367,1223.5774998219367,Player model not designed to conserve team differential exactly,true
1610612764,WAS,18,82,-1020,-12.33,-8.663822537868066,-4.331911268934033,-4.331911268934033,-4.331911268934028,-167.70685055444613,852.2931494455538,Player model not designed to conserve team differential exactly,true
1610612762,UTA,17,82,-766,-9.37,-13.050194931749829,-6.525097465874914,-6.525097465874914,-6.525097465874919,-252.61448760744278,513.3855123925572,Player model not designed to conserve team differential exactly,true
1610612748,MIA,37,82,45,0.54,30.86138015536812,15.43069007768406,15.43069007768406,15.430690077684062,597.3881444360544,552.3881444360544,Player model not designed to conserve team differential exactly,true
