playerId,impact_paired,impact_combined_converted,residual,war_residual,DIAGNOSTIC_CANDIDATE
203999,559.6959368711925,559.6959368711925,0,0,true
1628983,492.45500900893404,492.45500900893404,0,0,true
1630532,375.76888645405603,375.76888645405603,0,0,true
1641705,343.96769826386327,343.96769826386327,0,0,true
1626181,335.2237349566507,335.2237349566507,0,0,true
1630202,327.36337043214934,327.36337043214934,0,0,true
1629675,322.97835245784177,322.97835245784177,0,0,true
202710,320.746124707549,320.746124707549,0,0,true
1628991,319.4167672033137,319.4167672033137,0,0,true
203897,290.09519049736497,290.09519049736497,0,0,true
1627826,289.1120774375372,289.1120774375372,0,0,true
201942,289.0370981695471,289.0370981695471,0,0,true
1631165,274.397645558544,274.397645558544,0,0,true
1631128,265.8248408558466,265.8248408558466,0,0,true
1631106,254.1731594781039,254.1731594781039,0,0,true
1628386,251.25245468791383,251.25245468791383,0,0,true
1627736,246.55062611056718,246.55062611056718,0,0,true
1629631,239.85298293365653,239.85298293365653,0,0,true
1630700,239.73738333066154,239.73738333066154,0,0,true
1627783,239.6147462152378,239.6147462152378,0,0,true
1630596,232.7352714568367,232.7352714568367,0,0,true
203497,227.47734810075116,227.47734810075116,0,0,true
1626157,213.3978766559476,213.3978766559476,0,0,true
1630552,209.22140480035978,209.22140480035978,0,0,true
1628369,203.10028911343935,203.10028911343935,0,0,true
1628378,196.89570946278153,196.89570946278153,0,0,true
202696,195.65677173887994,195.65677173887994,0,0,true
1629636,193.88640845994772,193.88640845994772,0,0,true
1627734,188.217350826779,188.217350826779,0,0,true
1630529,187.42884307539555,187.42884307539555,0,0,true
1630551,184.20810450491297,184.20810450491297,0,0,true
1630183,183.9805436811777,183.9805436811777,0,0,true
1629660,183.6898115549576,183.6898115549576,0,0,true
1630168,183.50357423392845,183.50357423392845,0,0,true
1628384,178.39498794195433,178.39498794195433,0,0,true
1629008,176.5013368986466,176.5013368986466,0,0,true
1628970,176.25716847924627,176.25716847924627,0,0,true
203507,176.14043097001272,176.14043097001272,0,0,true
1629661,172.51512004842218,172.51512004842218,0,0,true
1630583,172.19296128606229,172.19296128606229,0,0,true
1630530,169.58684088747552,169.58684088747552,0,0,true
1630541,164.99068878718285,164.99068878718285,0,0,true
1629048,161.28314225705074,161.28314225705074,0,0,true
203084,160.60721428056797,160.60721428056797,0,0,true
1628436,160.02280897815766,160.02280897815766,0,0,true
1631105,157.69338652884983,157.69338652884983,0,0,true
203076,156.65149623524277,156.65149623524277,0,0,true
1630162,156.33124857182187,156.33124857182187,0,0,true
1642377,155.7158105238927,155.7158105238927,0,0,true
1631109,153.5835988965445,153.5835988965445,0,0,true
1627884,152.1398701445101,152.1398701445101,0,0,true
201142,150.69986730597964,150.69986730597964,0,0,true
1641709,149.74434701358058,149.74434701358058,0,0,true
1628401,149.59850828172532,149.59850828172532,0,0,true
203552,147.76615245446303,147.76615245446303,0,0,true
1628449,146.91438295163746,146.91438295163746,0,0,true
1630178,141.93675216146107,141.93675216146107,0,0,true
1629655,140.88395255650627,140.88395255650627,0,0,true
1629060,140.7022814489725,140.7022814489725,0,0,true
1627827,140.59048070218896,140.59048070218896,0,0,true
1630534,140.38964900422442,140.38964900422442,0,0,true
201939,140.298289721817,140.298289721817,0,0,true
1630198,140.2078582706502,140.2078582706502,0,0,true
202681,135.97223279691192,135.97223279691192,0,0,true
1630174,135.44333397727235,135.44333397727235,0,0,true
1642419,132.64765590560674,132.64765590560674,0,0,true
1629012,130.602319043003,130.602319043003,0,0,true
1629599,130.0673280484252,130.0673280484252,0,0,true
1628381,128.50574138716865,128.50574138716865,0,0,true
1631117,127.93894737207982,127.93894737207982,0,0,true
1630215,125.21192881221833,125.21192881221833,0,0,true
1629637,122.21734473006865,122.21734473006865,0,0,true
1627936,122.17421516592245,122.17421516592245,0,0,true
1630573,119.91299706592339,119.91299706592339,0,0,true
1641717,118.63775429759806,118.63775429759806,0,0,true
1629006,115.00084256779176,115.00084256779176,0,0,true
1631108,114.90647221041486,114.90647221041486,0,0,true
1629018,112.469672260112,112.469672260112,0,0,true
1628973,112.16997109856617,112.16997109856617,0,0,true
1629634,110.71736667787177,110.71736667787177,0,0,true
1628404,110.51364644868647,110.51364644868647,0,0,true
1626220,110.22184644122719,110.22184644122719,0,0,true
204001,109.53357072320291,109.53357072320291,0,0,true
203932,108.48377927550932,108.48377927550932,0,0,true
1629627,107.84534093302157,107.84534093302157,0,0,true
1629026,107.02389809030532,107.02389809030532,0,0,true
1629130,106.1993303819957,106.1993303819957,0,0,true
1628415,106.19533895703614,106.19533895703614,0,0,true
1630167,105.2655878643759,105.2655878643759,0,0,true
1629029,105.08063433500043,105.08063433500043,0,0,true
1631217,104.95961071226866,104.95961071226866,0,0,true
1630182,104.44062334773696,104.44062334773696,0,0,true
1631133,103.47115640964591,103.47115640964591,0,0,true
1629639,102.98762795412986,102.98762795412986,0,0,true
1630572,101.44183193021327,101.44183193021327,0,0,true
1629640,100.64045416750196,100.64045416750196,0,0,true
1629656,99.16041453562728,99.16041453562728,0,0,true
1630598,96.78993701277723,96.78993701277723,0,0,true
1628379,95.49351168216657,95.49351168216657,0,0,true
1630577,94.98513018731906,94.98513018731906,0,0,true
202699,94.37794341847294,94.37794341847294,0,0,true
203952,93.6912549337659,93.6912549337659,0,0,true
1641708,93.49306084410794,93.49306084410794,0,0,true
203081,92.50614017494381,92.50614017494381,0,0,true
1627751,90.61509172744303,90.61509172744303,0,0,true
1628418,89.51796046252088,89.51796046252088,0,0,true
1627777,87.93166081193145,87.93166081193145,0,0,true
1630231,87.15591511666871,87.15591511666871,0,0,true
1626172,86.93323561892558,86.93323561892558,0,0,true
1629023,85.11929053106003,85.11929053106003,0,0,true
1630527,84.19207200920746,84.19207200920746,0,0,true
1630631,83.77226046762895,83.77226046762895,0,0,true
1630241,82.4447236133753,82.4447236133753,0,0,true
1630188,81.8580366630714,81.8580366630714,0,0,true
1630224,81.64307742150002,81.64307742150002,0,0,true
1626166,79.93364172736696,79.93364172736696,0,0,true
1630171,79.6016619588566,79.6016619588566,0,0,true
1642276,79.51872610032214,79.51872610032214,0,0,true
1628374,78.81731485951434,78.81731485951434,0,0,true
1630559,78.76260782881879,78.76260782881879,0,0,true
202692,78.15479667039567,78.15479667039567,0,0,true
1629684,77.84931844640838,77.84931844640838,0,0,true
1630166,76.87738896250895,76.87738896250895,0,0,true
1629652,76.51118155788716,76.51118155788716,0,0,true
1630217,76.20609430681257,76.20609430681257,0,0,true
1641726,76.13179486485727,76.13179486485727,0,0,true
1630194,75.5779992402617,75.5779992402617,0,0,true
1626164,75.23625973747524,75.23625973747524,0,0,true
201572,74.59885426372706,74.59885426372706,0,0,true
1627750,74.55727108498183,74.55727108498183,0,0,true
1628960,73.34939236597378,73.34939236597378,0,0,true
1628988,67.51300999700092,67.51300999700092,0,0,true
1641740,65.5845302696712,65.5845302696712,0,0,true
1629638,65.54199883572726,65.54199883572726,0,0,true
1631204,64.66596858835588,64.66596858835588,0,0,true
