playerId,playerName,productionToPairedRatio,productionWAR,WAR_paired,DIAGNOSTIC_CANDIDATE
203999,Nikola Jokić,2,28.914181240578213,14.457090620289106,true
1628983,Shai Gilgeous-Alexander,2,25.440480170203234,12.720240085101617,true
1630532,Franz Wagner,2,19.412414798364516,9.706207399182258,true
1641705,Victor Wembanyama,2,17.769548987801056,8.884774493900528,true
1626181,Norman Powell,2,17.317831326173835,8.658915663086917,true
1630202,Payton Pritchard,2,16.911760834133176,8.455880417066588,true
1629675,Naz Reid,2,16.68522854025751,8.342614270128754,true
202710,Jimmy Butler,2,16.569910501496995,8.284955250748498,true
1628991,Jaren Jackson Jr.,2,16.501235206075247,8.250617603037623,true
203897,Zach LaVine,2,14.986467405767932,7.493233702883966,true
1627826,Ivica Zubac,2,14.935679277215945,7.467839638607972,true
201942,DeMar DeRozan,2,14.931805809496899,7.465902904748449,true
1631165,Keon Ellis,2,14.175524124795631,7.0877620623978155,true
1631128,Christian Braun,2,13.732648605099087,6.866324302549543,true
1631106,Tari Eason,2,13.130716725806106,6.565358362903053,true
1628386,Jarrett Allen,2,12.979831607493702,6.489915803746851,true
1627736,Malik Beasley,2,12.736932714199042,6.368466357099521,true
1629631,De'Andre Hunter,2,12.390929007642773,6.195464503821387,true
1630700,Dyson Daniels,2,12.3849570724327,6.19247853621635,true
1627783,Pascal Siakam,2,12.378621575694941,6.189310787847471,true
1630596,Evan Mobley,2,12.023224355703741,6.0116121778518705,true
203497,Rudy Gobert,2,11.751597318857993,5.875798659428996,true
1626157,Karl-Anthony Towns,2,11.024244550491758,5.512122275245879,true
1630552,Jalen Johnson,2,10.808485856845154,5.404242928422577,true
1628369,Jayson Tatum,2,10.49226585825886,5.24613292912943,true
1628378,Donovan Mitchell,2,10.171734068187975,5.0858670340939875,true
202696,Nikola Vučević,2,10.10772990532959,5.053864952664795,true
1629636,Darius Garland,2,10.016272023761136,5.008136011880568,true
1627734,Domantas Sabonis,2,9.723405577767181,4.861702788883591,true
1630529,Herbert Jones,2,9.682670859983533,4.841335429991767,true
1630551,Justin Champagnie,2,9.516285841582219,4.7581429207911095,true
1630183,Jaden McDaniels,2,9.504529931868959,4.752264965934479,true
1629660,Ty Jerome,2,9.48951056003471,4.744755280017355,true
1630168,Onyeka Okongwu,2,9.479889443819182,4.739944721909591,true
1628384,OG Anunoby,2,9.215977236853728,4.607988618426864,true
1629008,Michael Porter Jr.,2,9.11815024568654,4.55907512284327,true
1628970,Miles Bridges,2,9.105536379001652,4.552768189500826,true
203507,Giannis Antetokounmpo,2,9.099505658967447,4.549752829483723,true
1629661,Cameron Johnson,2,8.912220223903729,4.4561101119518645,true
1630583,Santi Aldama,2,8.895577335811335,4.447788667905668,true
1630530,Trey Murphy III,2,8.760943809685083,4.380471904842541,true
1630541,Moses Moody,2,8.523504217788043,4.261752108894021,true
1629048,Goga Bitadze,2,8.331970448703728,4.165985224351864,true
203084,Harrison Barnes,2,8.297051660250744,4.148525830125372,true
1628436,Luke Kornet,2,8.266860980421429,4.133430490210714,true
1631105,Jalen Duren,2,8.146521813298515,4.073260906649257,true
203076,Anthony Davis,2,8.092697222484867,4.046348611242434,true
1630162,Anthony Edwards,2,8.076153062750945,4.038076531375473,true
1642377,Jaylen Wells,2,8.04435921525645,4.022179607628225,true
1631109,Mark Williams,2,7.934208061076099,3.9671040305380494,true
1627884,Derrick Jones Jr.,2,7.859624287908271,3.9298121439541354,true
201142,Kevin Durant,2,7.785232997356881,3.8926164986784406,true
1641709,Ausar Thompson,2,7.735870325424827,3.8679351627124134,true
1628401,Derrick White,2,7.728336221196142,3.864168110598071,true
203552,Seth Curry,2,7.633675772555285,3.8168378862776424,true
1628449,Chris Boucher,2,7.589672920010791,3.7948364600053957,true
1630178,Tyrese Maxey,2,7.3325259419204984,3.6662629709602492,true
1629655,Daniel Gafford,2,7.278137770446818,3.639068885223409,true
1629060,Rui Hachimura,2,7.268752547179392,3.634376273589696,true
1627827,Dorian Finney-Smith,2,7.2629768628437095,3.6314884314218547,true
1630534,Ochai Agbaji,2,7.2526017935761695,3.6263008967880848,true
201939,Stephen Curry,2,7.247882125850325,3.6239410629251627,true
1630198,Isaiah Joe,2,7.243210390365693,3.6216051951828465,true
202681,Kyrie Irving,2,7.0243957902463725,3.5121978951231863,true
1630174,Aaron Nesmith,2,6.9970726039919295,3.4985363019959648,true
1642419,Jamison Battle,2,6.852646430547949,3.4263232152739747,true
1629012,Collin Sexton,2,6.746983271594251,3.3734916357971256,true
1629599,Amir Coffey,2,6.71934536043525,3.359672680217625,true
1628381,John Collins,2,6.638672986791001,3.3193364933955003,true
1631117,Walker Kessler,2,6.6093921151627955,3.3046960575813977,true
1630215,Jared Butler,2,6.468512927568475,3.2342564637842375,true
1629637,Jaxson Hayes,2,6.313811166867015,3.1569055834335074,true
1627936,Alex Caruso,2,6.311583071302267,3.1557915356511335,true
1630573,Sam Hauser,2,6.194767376099363,3.0973836880496814,true
1641717,Cason Wallace,2,6.128887675890675,3.0644438379453374,true
1629006,Josh Okogie,2,5.941002937081493,2.9705014685407467,true
1631108,Max Christie,2,5.9361277156671886,2.9680638578335943,true
1629018,Gary Trent Jr.,2,5.8102413713711,2.90512068568555,true
1628973,Jalen Brunson,2,5.794758654538473,2.8973793272692365,true
1629634,Brandon Clarke,2,5.719716359742453,2.8598581798712264,true
1628404,Josh Hart,2,5.709192067459818,2.854596033729909,true
1626220,Royce O'Neale,2,5.6941175283290795,2.8470587641645397,true
204001,Kristaps Porziņģis,2,5.658560849169154,2.829280424584577,true
203932,Aaron Gordon,2,5.604328080653618,2.802164040326809,true
1629627,Zion Williamson,2,5.571346026060155,2.7856730130300775,true
1629026,Kenrich Williams,2,5.5289098644438175,2.7644549322219087,true
1629130,Duncan Robinson,2,5.486312270656604,2.743156135328302,true
1628415,Dillon Brooks,2,5.486106071581203,2.7430530357906013,true
1630167,Obi Toppin,2,5.438074649820157,2.7190373249100785,true
1629029,Luka Dončić,2,5.428519854944671,2.7142599274723356,true
1631217,Moussa Diabaté,2,5.4222677120729195,2.7111338560364597,true
1630182,Josh Green,2,5.395456556709658,2.697728278354829,true
1631133,Jabari Walker,2,5.345373393856247,2.6726866969281233,true
1629639,Tyler Herro,2,5.320394064050989,2.6601970320254944,true
1630572,Sandro Mamukelashvili,2,5.240537442889246,2.620268721444623,true
1629640,Keldon Johnson,2,5.1991378536716875,2.5995689268358437,true
1629656,Quentin Grimes,2,5.122678241692922,2.561339120846461,true
1630598,Aaron Wiggins,2,5.000218148261554,2.500109074130777,true
1628379,Luke Kennard,2,4.933244145942185,2.4666220729710924,true
1630577,Julian Champagnie,2,4.906980895285855,2.4534904476429276,true
202699,Tobias Harris,2,4.875613313131443,2.4378066565657215,true
203952,Andrew Wiggins,2,4.840138631264659,2.4200693156323294,true
1641708,Amen Thompson,2,4.829899822204839,2.4149499111024193,true
203081,Damian Lillard,2,4.778914990587503,2.3894574952937515,true
1627751,Jakob Pöltl,2,4.681222450864215,2.3406112254321076,true
1628418,Thomas Bryant,2,4.624544082934658,2.312272041467329,true
1627777,Georges Niang,2,4.542595023494614,2.271297511747307,true
1630231,KJ Martin,2,4.502519600123106,2.251259800061553,true
1626172,Kevon Looney,2,4.4910158622323175,2.2455079311161588,true
1629023,P.J. Washington,2,4.39730652189978,2.19865326094989,true
1630527,Brandon Boston Jr.,2,4.349405934054998,2.174702967027499,true
1630631,Jose Alvarado,2,4.327718252940241,2.1638591264701206,true
1630241,Sam Merrill,2,4.2591370132371,2.12956850661855,true
1630188,Jalen Smith,2,4.228828462298892,2.114414231149446,true
1630224,Jalen Green,2,4.21772355683026,2.10886177841513,true
1626166,Cameron Payne,2,4.129413225768035,2.0647066128840175,true
1630171,Isaac Okoro,2,4.112262979424326,2.056131489712163,true
1642276,Kel'el Ware,2,4.1079784701273425,2.0539892350636713,true
1628374,Lauri Markkanen,2,4.071743203074542,2.035871601537271,true
1630559,Austin Reaves,2,4.068917009606874,2.034458504803437,true
202692,Alec Burks,2,4.037517171164351,2.0187585855821757,true
1629684,Grant Williams,2,4.02173600830154,2.01086800415077,true
1630166,Deni Avdija,2,3.9715256290595025,1.9857628145297512,true
1629652,Luguentz Dort,2,3.952607165352104,1.976303582676052,true
