playerId,playerName,teamId,posteriorAbilityRate,productionWAR,WAR_paired,WAR_combined_converted,WAR_combined_refit,N_combined,N_paired,calibratedRate_paired,calibratedRate_combined_converted,calibratedRate_combined_refit,replacement_paired,replacement_combined_converted,replacement_combined_refit,seasonalImpact_production,seasonalImpact_paired,seasonalImpact_combined_converted,seasonalImpact_combined_refit,DIAGNOSTIC_CANDIDATE
203999,Nikola Jokić,1610612743,1.5315,28.914181240578213,14.457090620289106,14.457090620289106,14.457090620289108,10737,5368.5,8.936940534423483,4.468470267211742,4.4684702672117425,-1.4886147765794517,-0.7443073882897259,-0.744307388289726,1119.391873742385,559.6959368711925,559.6959368711925,559.6959368711927,true
1628983,Shai Gilgeous-Alexander,1610612760,1.2962,25.440480170203234,12.720240085101617,12.720240085101617,12.72024008510162,10880,5440,7.5638670066730125,3.7819335033365062,3.7819335033365067,-1.4886147765794517,-0.7443073882897259,-0.744307388289726,984.9100180178681,492.45500900893404,492.45500900893404,492.45500900893416,true
1630532,Franz Wagner,1610612753,1.3178,19.412414798364516,9.706207399182258,9.706207399182258,9.706207399182261,8188,4094,7.689912005395538,3.844956002697769,3.8449560026977694,-1.4886147765794517,-0.7443073882897259,-0.744307388289726,751.5377729081121,375.76888645405603,375.76888645405603,375.76888645405614,true
1641705,Victor Wembanyama,1610612759,1.7019,17.769548987801056,8.884774493900528,8.884774493900528,8.884774493900528,6024,3012,9.931295524345625,4.965647762172813,4.9656477621728135,-1.4886147765794517,-0.7443073882897259,-0.744307388289726,687.9353965277265,343.96769826386327,343.96769826386327,343.9676982638633,true
1626181,Norman Powell,1610612746,1.1709,17.317831326173835,8.658915663086917,8.658915663086917,8.658915663086919,8057,4028.5,6.8326893057502165,3.4163446528751082,3.4163446528751087,-1.4886147765794517,-0.7443073882897259,-0.744307388289726,670.4474699133013,335.2237349566507,335.2237349566507,335.22373495665073,true
1630202,Payton Pritchard,1610612738,0.9881,16.911760834133176,8.455880417066588,8.455880417066588,8.45588041706659,9025,4512.5,5.765975149894772,2.882987574947386,2.8829875749473866,-1.4886147765794517,-0.7443073882897259,-0.744307388289726,654.7267408642987,327.36337043214934,327.36337043214934,327.3633704321494,true
1629675,Naz Reid,1610612750,0.9686,16.68522854025751,8.342614270128754,8.342614270128754,8.342614270128756,9046,4523,5.652184526048048,2.826092263024024,2.8260922630240244,-1.4886147765794517,-0.7443073882897259,-0.744307388289726,645.9567049156835,322.97835245784177,322.97835245784177,322.9783524578419,true
202710,Jimmy Butler,1610612748,1.3221,16.569910501496995,8.284955250748498,8.284955250748498,8.284955250748498,6970,3485,7.7150042968078925,3.8575021484039462,3.8575021484039467,-1.4886147765794517,-0.7443073882897259,-0.744307388289726,641.492249415098,320.746124707549,320.746124707549,320.746124707549,true
1628991,Jaren Jackson Jr.,1610612763,0.872,16.501235206075247,8.250617603037623,8.250617603037623,8.250617603037625,9713,4856.5,5.088483281761199,2.5442416408805997,2.5442416408806,-1.4886147765794517,-0.7443073882897259,-0.744307388289726,638.8335344066275,319.4167672033137,319.4167672033137,319.4167672033138,true
203897,Zach LaVine,1610612741,0.6579,14.986467405767932,7.493233702883966,7.493233702883966,7.493233702883967,10890,5445,3.8391205860902446,1.9195602930451223,1.9195602930451225,-1.4886147765794517,-0.7443073882897259,-0.744307388289726,580.1903809947299,290.09519049736497,290.09519049736497,290.095190497365,true
1627826,Ivica Zubac,1610612746,0.6676,14.935679277215945,7.467839638607972,7.467839638607972,7.467839638607972,10739,5369.5,3.89572412718323,1.947862063591615,1.9478620635916153,-1.4886147765794517,-0.7443073882897259,-0.744307388289726,578.2241548750744,289.1120774375372,289.1120774375372,289.1120774375372,true
201942,DeMar DeRozan,1610612758,0.6094,14.931805809496899,7.465902904748449,7.465902904748449,7.465902904748452,11459,5729.5,3.5561028806253154,1.7780514403126577,1.7780514403126582,-1.4886147765794517,-0.7443073882897259,-0.744307388289726,578.0741963390942,289.0370981695471,289.0370981695471,289.0370981695472,true
1631165,Keon Ellis,1610612758,0.9171,14.175524124795631,7.0877620623978155,7.0877620623978155,7.087762062397817,8023,4011.5,5.351660570760546,2.675830285380273,2.6758302853802736,-1.4886147765794517,-0.7443073882897259,-0.744307388289726,548.795291117088,274.397645558544,274.397645558544,274.39764555854407,true
1631128,Christian Braun,1610612743,0.5697,13.732648605099087,6.866324302549543,6.866324302549543,6.866324302549545,11046,5523,3.3244368413066,1.6622184206533,1.6622184206533002,-1.4886147765794517,-0.7443073882897259,-0.744307388289726,531.6496817116932,265.8248408558466,265.8248408558466,265.8248408558467,true
1631106,Tari Eason,1610612745,1.2376,13.130716725806106,6.565358362903053,6.565358362903053,6.565358362903055,5836,2918,7.221911593472088,3.610955796736044,3.6109557967360444,-1.4886147765794517,-0.7443073882897259,-0.744307388289726,508.3463189562078,254.1731594781039,254.1731594781039,254.173159478104,true
1628386,Jarrett Allen,1610612739,0.6368,12.979831607493702,6.489915803746851,6.489915803746851,6.489915803746852,9655,4827.5,3.7159932956714816,1.8579966478357408,1.857996647835741,-1.4886147765794517,-0.7443073882897259,-0.744307388289726,502.50490937582765,251.25245468791383,251.25245468791383,251.25245468791385,true
1627736,Malik Beasley,1610612765,0.6076,12.736932714199042,6.368466357099521,6.368466357099521,6.368466357099522,9795,4897.5,3.545599130731772,1.772799565365886,1.7727995653658861,-1.4886147765794517,-0.7443073882897259,-0.744307388289726,493.10125222113436,246.55062611056718,246.55062611056718,246.5506261105672,true
1629631,De'Andre Hunter,1610612737,0.8664,12.390929007642773,6.195464503821387,6.195464503821387,6.195464503821388,7330,3665,5.055804948759063,2.5279024743795313,2.5279024743795317,-1.4886147765794517,-0.7443073882897259,-0.744307388289726,479.70596586731307,239.85298293365653,239.85298293365653,239.8529829336566,true
1630700,Dyson Daniels,1610612737,0.5008,12.3849570724327,6.19247853621635,6.19247853621635,6.19247853621635,10870,5435,2.9223766370481754,1.4611883185240877,1.461188318524088,-1.4886147765794517,-0.7443073882897259,-0.744307388289726,479.4747666613231,239.73738333066154,239.73738333066154,239.73738333066154,true
1627783,Pascal Siakam,1610612754,0.5396,12.378621575694941,6.189310787847471,6.189310787847471,6.189310787847472,10334,5167,3.1487908014201182,1.5743954007100591,1.5743954007100593,-1.4886147765794517,-0.7443073882897259,-0.744307388289726,479.2294924304756,239.6147462152378,239.6147462152378,239.61474621523783,true
1630596,Evan Mobley,1610612739,0.6262,12.023224355703741,6.0116121778518705,6.0116121778518705,6.011612177851871,9051,4525.5,3.6541378796317234,1.8270689398158617,1.8270689398158622,-1.4886147765794517,-0.7443073882897259,-0.744307388289726,465.4705429136734,232.7352714568367,232.7352714568367,232.73527145683676,true
203497,Rudy Gobert,1610612750,0.5583,11.751597318857993,5.875798659428996,5.875798659428996,5.875798659428998,9585,4792.5,3.2579130919808232,1.6289565459904116,1.6289565459904118,-1.4886147765794517,-0.7443073882897259,-0.744307388289726,454.9546962015023,227.47734810075116,227.47734810075116,227.47734810075121,true
