leftOutTeamId,abbreviation,throughOriginSlope,interceptFit_a,interceptFit_b,diffFromFullSlope,DIAGNOSTIC_CANDIDATE
1610612760,OKC,5.456256951365801,1.356377355359303,6.1039124090613965,-0.3791596561585111,true
1610612739,CLE,5.701191684346768,1.709628147187456,6.606204375535136,-0.13422492317754386,true
1610612738,BOS,5.667144548987522,1.6553631389407293,6.5157738404993415,-0.1682720585367905,true
1610612745,HOU,5.810937177645883,1.572645409170739,6.461067781492123,-0.024479429878429215,true
1610612752,NYK,5.813184754871325,1.5819262213637693,6.4667897742028,-0.022231852652986994,true
1610612746,LAC,5.991746430960282,1.4633860442114208,6.5594847063209665,0.15632982343596957,true
1610612743,DEN,5.844107372656934,1.5582196452119765,6.4737985455684885,0.008690765132621792,true
1610612754,IND,6.095567498072985,1.5010865600238275,6.663179389327532,0.26015089054867246,true
1610612747,LAL,5.954734408897688,1.5589269073934453,6.553454972092677,0.11931780137337622,true
1610612750,MIN,5.856214031353175,1.8056256642631405,6.724291841515684,0.020797423828862627,true
1610612763,MEM,5.829507331723753,1.5349944773004751,6.455087768309328,-0.005909275800559222,true
1610612744,GSW,5.8134015424128265,1.6317859769235892,6.494062742814759,-0.022015065111485654,true
1610612749,MIL,5.953901300266518,1.53253958225533,6.546744400206332,0.1184846927422063,true
1610612765,DET,5.8416533610274195,1.6252304496968275,6.497451781873557,0.006236753503107373,true
1610612753,ORL,5.859400673691062,1.6446799835054926,6.5053901094301425,0.023984066166749862,true
1610612758,SAC,5.835763946619831,1.6895676391654617,6.521123845675594,0.00034733909551931674,true
1610612737,ATL,5.835968205379678,1.753782931368836,6.5493483044103025,0.0005515978553658485,true
1610612741,CHI,5.830827830743282,1.7220529757853875,6.516002852955132,-0.0045887767810297575,true
1610612742,DAL,5.8804147077281685,1.6369011200532197,6.510702030284416,0.04499810020385642,true
1610612755,PHI,5.835070862857181,1.669089114851922,6.455139428725021,-0.00034574466713088725,true
1610612759,SAS,5.854642324736848,1.8533090909489272,6.6186747447184695,0.019225717212536075,true
1610612757,POR,6.152470234466634,1.575590381497932,6.736145654948374,0.31705362694232164,true
1610612756,PHX,5.84094331975833,1.681467714110511,6.484899001709737,0.005526712234018127,true
1610612761,TOR,6.081730317205341,1.6014806814232958,6.6746112372083015,0.24631370968102928,true
1610612751,BKN,5.719356254611538,1.7538154845193694,6.380947571366127,-0.11606035291277372,true
1610612740,NOP,5.6154224279043365,1.790203347266258,6.286445760041105,-0.21999417961997558,true
1610612766,CHA,5.724373452033381,1.9631514388907887,6.496709700136488,-0.1110431554909308,true
1610612764,WAS,5.545292442011979,1.699999736749194,6.177369076850678,-0.2901241655123332,true
1610612762,UTA,5.974920412270053,1.6396383511582193,6.590133936516779,0.13950380474574064,true
1610612748,MIA,5.834940616851486,1.697297671406914,6.526420845122168,-0.0004759906728262209,true
