playerId,aboveP_times_Npaired,aboveC_times_Ncombined,residual,DIAGNOSTIC_CANDIDATE
203999,55969.59368711925,55969.59368711925,0,true
1628983,49245.50090089341,49245.50090089341,0,true
1630532,37576.888645405605,37576.888645405605,0,true
1641705,34396.76982638633,34396.76982638633,0,true
1626181,33522.373495665066,33522.373495665066,0,true
1630202,32736.337043214935,32736.337043214935,0,true
1629675,32297.83524578418,32297.83524578418,0,true
202710,32074.612470754895,32074.612470754895,0,true
1628991,31941.676720331372,31941.676720331372,0,true
203897,29009.519049736497,29009.519049736497,0,true
1627826,28911.207743753723,28911.207743753723,0,true
201942,28903.709816954713,28903.709816954713,0,true
1631165,27439.764555854403,27439.764555854403,0,true
1631128,26582.484085584663,26582.484085584663,0,true
1631106,25417.31594781039,25417.31594781039,0,true
1628386,25125.24546879138,25125.24546879138,0,true
1627736,24655.062611056717,24655.062611056717,0,true
1629631,23985.298293365653,23985.298293365653,0,true
1630700,23973.738333066154,23973.738333066154,0,true
1627783,23961.47462152378,23961.47462152378,0,true
1630596,23273.52714568367,23273.52714568367,0,true
203497,22747.734810075115,22747.734810075115,0,true
1626157,21339.787665594762,21339.787665594762,0,true
1630552,20922.140480035978,20922.140480035978,0,true
1628369,20310.028911343936,20310.028911343936,0,true
1628378,19689.570946278152,19689.570946278152,0,true
202696,19565.677173887994,19565.677173887994,0,true
1629636,19388.64084599477,19388.64084599477,0,true
1627734,18821.7350826779,18821.7350826779,0,true
1630529,18742.884307539556,18742.884307539556,0,true
1630551,18420.810450491295,18420.810450491295,0,true
1630183,18398.05436811777,18398.05436811777,0,true
1629660,18368.98115549576,18368.98115549576,0,true
1630168,18350.357423392845,18350.357423392845,0,true
1628384,17839.49879419543,17839.49879419543,0,true
1629008,17650.13368986466,17650.13368986466,0,true
1628970,17625.71684792463,17625.71684792463,0,true
203507,17614.04309700127,17614.04309700127,0,true
1629661,17251.512004842218,17251.512004842218,0,true
1630583,17219.296128606227,17219.296128606227,0,true
1630530,16958.684088747552,16958.684088747552,0,true
1630541,16499.068878718284,16499.068878718284,0,true
1629048,16128.314225705075,16128.314225705075,0,true
203084,16060.721428056797,16060.721428056797,0,true
1628436,16002.280897815765,16002.280897815765,0,true
1631105,15769.338652884984,15769.338652884984,0,true
203076,15665.149623524278,15665.149623524278,0,true
1630162,15633.124857182187,15633.124857182187,0,true
1642377,15571.58105238927,15571.58105238927,0,true
1631109,15358.359889654448,15358.359889654448,0,true
1627884,15213.98701445101,15213.98701445101,0,true
201142,15069.986730597964,15069.986730597964,0,true
1641709,14974.434701358057,14974.434701358057,0,true
1628401,14959.850828172532,14959.850828172532,0,true
203552,14776.615245446303,14776.615245446303,0,true
1628449,14691.438295163745,14691.438295163745,0,true
1630178,14193.675216146106,14193.675216146106,0,true
1629655,14088.395255650628,14088.395255650628,0,true
1629060,14070.228144897252,14070.228144897252,0,true
1627827,14059.048070218896,14059.048070218896,0,true
1630534,14038.964900422443,14038.964900422443,0,true
201939,14029.828972181702,14029.828972181702,0,true
1630198,14020.785827065021,14020.785827065021,0,true
202681,13597.223279691192,13597.223279691192,0,true
1630174,13544.333397727234,13544.333397727234,0,true
1642419,13264.765590560673,13264.765590560673,0,true
1629012,13060.2319043003,13060.2319043003,0,true
1629599,13006.73280484252,13006.73280484252,0,true
1628381,12850.574138716865,12850.574138716865,0,true
1631117,12793.894737207982,12793.894737207982,0,true
1630215,12521.192881221834,12521.192881221834,0,true
1629637,12221.734473006865,12221.734473006865,0,true
1627936,12217.421516592245,12217.421516592245,0,true
1630573,11991.29970659234,11991.29970659234,0,true
1641717,11863.775429759806,11863.775429759806,0,true
1629006,11500.084256779177,11500.084256779177,0,true
1631108,11490.647221041487,11490.647221041487,0,true
1629018,11246.9672260112,11246.9672260112,0,true
1628973,11216.997109856617,11216.997109856617,0,true
1629634,11071.736667787176,11071.736667787176,0,true
1628404,11051.364644868647,11051.364644868647,0,true
1626220,11022.184644122719,11022.184644122719,0,true
204001,10953.357072320292,10953.357072320292,0,true
203932,10848.377927550931,10848.377927550931,0,true
1629627,10784.534093302158,10784.534093302158,0,true
1629026,10702.389809030532,10702.389809030532,0,true
1629130,10619.93303819957,10619.93303819957,0,true
1628415,10619.533895703615,10619.533895703615,0,true
1630167,10526.55878643759,10526.55878643759,0,true
1629029,10508.063433500043,10508.063433500043,0,true
1631217,10495.961071226866,10495.961071226866,0,true
1630182,10444.062334773696,10444.062334773696,0,true
1631133,10347.115640964592,10347.115640964592,0,true
1629639,10298.762795412986,10298.762795412986,0,true
1630572,10144.183193021327,10144.183193021327,0,true
1629640,10064.045416750196,10064.045416750196,0,true
1629656,9916.041453562728,9916.041453562728,0,true
1630598,9678.993701277723,9678.993701277723,0,true
1628379,9549.351168216657,9549.351168216657,0,true
1630577,9498.513018731906,9498.513018731906,0,true
202699,9437.794341847293,9437.794341847293,0,true
203952,9369.12549337659,9369.12549337659,0,true
1641708,9349.306084410795,9349.306084410795,0,true
203081,9250.614017494381,9250.614017494381,0,true
1627751,9061.509172744303,9061.509172744303,0,true
1628418,8951.796046252088,8951.796046252088,0,true
1627777,8793.166081193145,8793.166081193145,0,true
1630231,8715.591511666871,8715.591511666871,0,true
1626172,8693.323561892557,8693.323561892557,0,true
1629023,8511.929053106003,8511.929053106003,0,true
1630527,8419.207200920746,8419.207200920746,0,true
1630631,8377.226046762895,8377.226046762895,0,true
1630241,8244.47236133753,8244.47236133753,0,true
1630188,8185.803666307141,8185.803666307141,0,true
1630224,8164.307742150003,8164.307742150003,0,true
1626166,7993.364172736696,7993.364172736696,0,true
1630171,7960.16619588566,7960.16619588566,0,true
1642276,7951.872610032214,7951.872610032214,0,true
1628374,7881.731485951434,7881.731485951434,0,true
1630559,7876.260782881879,7876.260782881879,0,true
202692,7815.479667039567,7815.479667039567,0,true
1629684,7784.931844640837,7784.931844640837,0,true
1630166,7687.738896250895,7687.738896250895,0,true
1629652,7651.118155788716,7651.118155788716,0,true
1630217,7620.609430681257,7620.609430681257,0,true
1641726,7613.179486485727,7613.179486485727,0,true
1630194,7557.79992402617,7557.79992402617,0,true
1626164,7523.625973747524,7523.625973747524,0,true
201572,7459.885426372706,7459.885426372706,0,true
1627750,7455.727108498184,7455.727108498184,0,true
1628960,7334.939236597378,7334.939236597378,0,true
1628988,6751.300999700092,6751.300999700092,0,true
1641740,6558.45302696712,6558.45302696712,0,true
1629638,6554.199883572725,6554.199883572725,0,true
1631204,6466.596858835588,6466.596858835588,0,true
1629731,6369.953606690075,6369.953606690075,0,true
1631207,6296.417437227036,6296.417437227036,0,true
1641744,6260.043243116524,6260.043243116524,0,true
1630643,6215.927785334471,6215.927785334471,0,true
1631260,5792.510248063337,5792.510248063337,0,true
1630540,5757.805566644237,5757.805566644237,0,true
203939,5713.649552716763,5713.649552716763,0,true
1629312,5609.142493150948,5609.142493150948,0,true
1630548,5555.550902339935,5555.550902339935,0,true
203484,5474.244583893148,5474.244583893148,0,true
1628371,5445.718149807265,5445.718149807265,0,true
1641764,5402.855847741677,5402.855847741677,0,true
1630228,5401.53850244253,5401.53850244253,0,true
1642272,5274.8478148723825,5274.8478148723825,0,true
1630570,5260.728440848817,5260.728440848817,0,true
1627780,5238.50484024072,5238.50484024072,0,true
1627747,5237.517487750727,5237.517487750727,0,true
1642024,5182.2061996654775,5182.2061996654775,0,true
203991,5100.014648519328,5100.014648519328,0,true
1627832,5054.349304086316,5054.349304086316,0,true
1629674,5033.926804814133,5033.926804814133,0,true
201950,4955.861768521994,4955.861768521994,0,true
1631110,4847.658264306144,4847.658264306144,0,true
1628368,4815.467480361566,4815.467480361566,0,true
1642271,4787.385121479517,4787.385121479517,0,true
1641787,4643.460406271537,4643.460406271537,0,true
1630533,4626.614725608936,4626.614725608936,0,true
201143,4595.237106968617,4595.237106968617,0,true
1629673,4585.044093009425,4585.044093009425,0,true
1630696,4499.463331897624,4499.463331897624,0,true
1626158,4466.7905425412655,4466.7905425412655,0,true
1641824,4371.835768191138,4371.835768191138,0,true
1627752,4346.987397192978,4346.987397192978,0,true
1630539,4326.904227396523,4326.904227396523,0,true
1630264,4251.746395658252,4251.746395658252,0,true
1630625,4074.6584243280518,4074.6584243280518,0,true
201145,4040.6297759229346,4040.6297759229346,0,true
1630549,4023.7555017189566,4023.7555017189566,0,true
203937,3990.5140510141946,3990.5140510141946,0,true
1628998,3990.101195289212,3990.101195289212,0,true
1631230,3976.315315324766,3976.315315324766,0,true
