playerId,n,meanCredit,withinPlayerSD,p10,p90
1630595,113,-0.007189089435233315,0.07489587865393264,-0.10439498807903771,0.06939049131085638
1631105,90,0.08324444943508814,0.03405884566349748,0.053759481659358836,0.1467156046878678
202699,103,0.10407826513925572,0.048393914460002185,0.05484964758975347,0.17151095619962667
203501,93,-0.07172586584855063,0.06096337462078533,-0.1783990804338193,-0.00242663909361263
1626167,43,-0.018678005698951318,0.034360881131513844,-0.06256351465206345,0.021676901038493443
1627783,55,0.043237524433871063,0.06051443831110648,-0.032944101759192296,0.12600168397522202
1630169,50,-0.004996694280245261,0.02587593133343997,-0.04336786604634103,0.027313999143119022
1626145,74,0.026582693062643603,0.0368809021656844,-0.028073469826171208,0.06582178627151783
1626164,108,0.06985600521404883,0.062382781400170145,-0.026224632775143506,0.13253994653737802
201142,104,-0.03341585384132991,0.051344559145821214,-0.09541307508584865,0.035540219150765065
1629673,100,0.041073239936678975,0.04831354516474303,-0.04669120863547335,0.07711920624031521
1641731,102,-0.03388496978125549,0.03194916114490462,-0.07393168568445681,0.005630258464913931
1642259,52,-0.057305306482618716,0.044035275098028265,-0.10145662758552379,-0.0026341053326189934
1642267,80,-0.002907288652716132,0.032225175623369545,-0.05138462286482682,0.03652563061416858
1628983,82,0.03970041369995562,0.03681281596059384,-0.005260171759398392,0.07658275768512872
1629652,69,-0.05288442411893691,0.040230453475871765,-0.10822468273743659,-0.009045538290569916
1631114,71,-0.09242433966653495,0.07214864472159419,-0.16897776463155262,-0.0006440989321276202
1641717,67,0.011942143431308805,0.03261383605141833,-0.032178137518499086,0.04449050840869809
1628378,100,-0.09181682576767443,0.04767533524909455,-0.14356227276827907,-0.04035195528327104
1628386,95,-0.07404710823738886,0.03457666176112169,-0.12044028130678643,-0.0386242659689211
1629636,89,0.13798713494192225,0.05132817028036083,0.0744447839600165,0.19593300623410773
1630596,56,-0.024467698812015236,0.034997421435460266,-0.06890110180322918,0.022501440224103105
1626181,93,0.0506968770702651,0.014894817456768093,0.031203558032522595,0.06958413155879159
1627739,15,-0.015309953252143358,0.08892259824364088,-0.15490335441017267,0.05736105548170692
1627826,83,-0.060757324354418246,0.043662595260533656,-0.10768218610151968,-0.013619305567591347
1627884,95,0.018261372697832984,0.024858399558361235,-0.016872628685433176,0.046086030238423996
201935,99,-0.04332831851467903,0.05504715244211567,-0.11761067734980549,0.03250594087268002
1629014,107,-0.10207435084158317,0.03232029675713401,-0.1465114914872262,-0.06435600903840556
1629028,79,0.022001532087247984,0.025896656430634792,-0.008241743649276623,0.05800622780180813
1631101,87,0.016183156485656103,0.04388769767924702,-0.03838878695779233,0.07839219759139497
1641739,107,0.022527536978980352,0.03280951681218414,-0.026701989347106367,0.05238878479141208
1627734,99,0.10305250169642666,0.053736905689974905,0.04003162331240625,0.17838682772051012
1628368,86,0.03328786105504138,0.04800643161324712,-0.028178111154031533,0.09502052415807578
1628370,93,-0.06757324385519456,0.045695162962834386,-0.13143180136629212,-0.009788263593857705
1631099,88,-0.022205397414460863,0.03860942247954661,-0.06961633507516243,0.031226889848004494
201942,97,-0.008308002774723254,0.022077410458916733,-0.034871538059085334,0.026720128018062585
1628415,105,-0.08167532707620913,0.024948231762808203,-0.11656621268266315,-0.053716198310324204
1630224,105,-0.02013973742984207,0.054687672713334363,-0.1093632708794211,0.043003164152415216
1630578,73,0.037725888625790766,0.025163395237839618,-0.005949247653131198,0.055573445878066056
1641783,59,-0.09851218049267427,0.06395274440882062,-0.1778324806466578,-0.01160569443798198
203484,66,0.07499031000057743,0.03724458047773847,0.02977742691240844,0.12616547013168544
1627759,115,-0.019737512615558485,0.028434540776281172,-0.05727222405868051,0.01974172741622993
1628369,114,0.08181195922858947,0.021095872031453758,0.05948068073176616,0.11013002399368689
1628401,99,-0.03564801996392078,0.06374398210733813,-0.12468822892808835,0.03872587636584847
201950,88,-0.17079957522369657,0.024271218445130062,-0.20636886760150683,-0.1409611488717426
201143,40,0.08361440655992246,0.05546474936815312,0.015759313726238608,0.1745409509202731
1630162,97,0.0372598363764185,0.02396215833448428,0.006014029284812694,0.06325592202484871
1630183,99,-0.057545875127970325,0.05021460915842232,-0.12074336419747236,0.008050705078934786
201144,71,0.02786560493240479,0.014258556484743327,0.010950153775484774,0.04968173721657496
203497,93,-0.0025388150851617624,0.05614106112449562,-0.10126637239847616,0.05822974002055264
203944,67,-0.03173331666143297,0.02725714195256486,-0.0710195485158364,-0.003932868022276015
1628384,69,-0.008489609334119035,0.033664628271137316,-0.05421391964988605,0.03788478471553226
1628404,97,0.025053170639674407,0.019602194115918688,-0.004300711548461194,0.04425031883966482
1628969,91,0.010786049594445223,0.03792584912568646,-0.04460121944304033,0.052818613567591675
1628973,92,-0.059641474559347485,0.031227208217180964,-0.10414217634598753,-0.016373737456667044
1627750,113,-0.01203097368731515,0.03417179888190471,-0.06160001833016396,0.03159879714007389
1629008,94,0.07663861631040886,0.021957828834314703,0.04914262436123324,0.10435373219318413
1631128,95,0.0000620498924360885,0.027576377677431436,-0.03393848342212046,0.03310502761743521
203999,103,0.036646862698310446,0.006157771711888861,0.02533698797394488,0.042570357646127675
1628389,91,0.01983815918266321,0.034820761270018465,-0.02134650725267926,0.06371037769257977
1629312,43,-0.03989510021711946,0.022278606586642883,-0.06287854036050408,-0.023593708226649364
1629639,81,0.045186810396642164,0.04284887573422999,0.009221257835518255,0.11725254313543637
1626179,75,-0.006828251850636701,0.031178377611368557,-0.04525096809223981,0.03543285307824337
1627752,70,0.01933406661802873,0.038819652631671135,-0.024258707778333204,0.06599479704552065
201572,79,-0.07913980085330728,0.028840348504392013,-0.11605549500361012,-0.043952316889316834
203081,89,0.0067518936584890785,0.02836656866507969,-0.02771316433269217,0.047251670703486355
203507,83,0.0720201693670454,0.054460452177913066,-0.0001457574006236747,0.14108097163651273
1627751,71,0.05717148394991959,0.056444508616577724,-0.032249794139446515,0.12424480245727337
1629628,71,-0.02235701022126028,0.03620971551255275,-0.06500237793917711,0.021151297072259857
1630567,96,-0.07507927355509214,0.03787818840909041,-0.12250585569839918,-0.023252313662552048
1641711,61,0.017185092943205627,0.04041548243488499,-0.0449895792531812,0.06782321722759672
1629012,65,0.003592528022166427,0.03647525106941568,-0.04399480469427293,0.04437398164359134
1641718,81,-0.002755588505038245,0.03208358723270039,-0.042476405069687515,0.05263439611684317
1630530,87,-0.04073984715016596,0.04027613642237228,-0.08965694023724852,0.014019990164699766
203468,82,0.0167876379286003,0.07667887623815041,-0.08339607223118414,0.11124993288653738
101108,50,0.025062630030883857,0.029488091257640996,-0.01870856843039007,0.06319726160687783
1641705,46,-0.006149023390735546,0.05013004449399834,-0.08464239081527271,0.06336976536610008
203084,53,-0.015426032025373865,0.025940471816563154,-0.06749884574498928,0.0034881888751558407
1628991,85,0.040660598425605106,0.09114798979737371,-0.11677823204215572,0.14503445005994553
1630217,84,-0.02000658910869665,0.023216730388016138,-0.046796219603494144,0.008146220568100153
1642377,76,-0.06425015586262599,0.038552365384142445,-0.14459120567786293,-0.017101829947988752
1629023,83,-0.02651450764237942,0.04214633257500775,-0.08242578884523948,0.024190479442458942
202681,100,-0.01579436895618883,0.0443270788356444,-0.07464613363726796,0.041266288495703705
202691,57,0.07603537580325724,0.09470772784546665,-0.0440039400718748,0.16283127471960349
1630163,41,0.12540863919634035,0.030010277753276096,0.08204177136780644,0.16114700684377373
1630182,77,-0.030839152723288087,0.04658117387113845,-0.10404456919961952,0.009488026572772867
1629632,48,-0.010793134178459668,0.021723956619168493,-0.040636748518281876,0.012264573654672222
1630172,75,-0.13453714060038144,0.04719379434608147,-0.20124847838760818,-0.07932531917239315
1630581,92,-0.002833548206239816,0.032273084967355856,-0.04016947433090194,0.026692260303308978
202696,93,-0.051290151808279026,0.02174845796474357,-0.08732913815198,-0.031190027376525487
203897,61,0.1116491115518452,0.046746028429772296,0.04594734811379088,0.16859953132314062
1630245,76,-0.004233158748434744,0.021447454005414483,-0.029637867667184147,0.02021785631611068
1629060,68,-0.016336853395506442,0.047505291882750295,-0.07675019006827916,0.042826117499357746
1630559,97,-0.03410512764193031,0.030401237242394175,-0.08036949999551964,0.012009077933297082
2544,99,-0.01047365208809367,0.024479671261931516,-0.04327460249742721,0.027691604100071883
1629027,105,0.07222147604571985,0.02681135441755165,0.03683144243746399,0.106064342654457
1630552,42,0.019025483108844967,0.039371232353376084,-0.038117780061356715,0.07010119097499992
1630700,94,-0.06667369490676031,0.035379993530220526,-0.11481481227489383,-0.025459768682483667
203991,33,-0.006881349512933294,0.02867699346050182,-0.03515912912879014,0.024351939696860128
