foldId,playerId,N,locked_DRBL100,target,error,reliability,sigma_U0,sigma_U1,sigma_U2,wis_U0,wis_U1,wis_U2
1,1630532,2318,1.7798548238897398,2.127335011860731,0.34748018797099123,0.591628381827463,2.2660846602764346,1.0254312662542473,1.6484729225081416,1.7875555785106962,0.956203950418101,1.4592782628692405
1,1629660,1435,2.226637726523888,-2.1713766206053986,-4.398014347129287,0.4728171334431631,2.2660846602764346,1.3032787693696637,1.7195284140228912,9.759578733393242,13.068134056818854,11.413172958619368
1,1631106,1751,2.0119517755893765,-0.6908540796309444,-2.702805855220321,0.5225305878842137,2.2660846602764346,1.1798320731646175,1.686238811799039,4.848538328621428,6.715806562478174,5.388937413754
1,1628991,1905,1.8657042796005707,2.186755141007808,0.32105086140723715,0.543509272467903,2.2660846602764346,1.1311384911738616,1.6738518977198085,1.7724531061885511,1.0192036686154224,1.4635851083341092
1,202681,2321,1.598062662586075,1.346120600800403,-0.251942061785672,0.591940831420556,2.2660846602764346,1.0247683432674373,1.6483204415937978,1.7329623635476565,0.901120932251402,1.4045684336419024
1,1628369,2553,1.399139898868288,1.7218768578948394,0.3227369590265514,0.6147363351793884,2.2660846602764346,0.9770974136461053,1.6375785106040965,1.7734165905424448,0.90635330917533,1.4368074529505488
1,1628983,2336,1.4725821138211381,4.110261560209524,2.6376794463883853,0.5934959349593496,2.2660846602764346,1.021472906467491,1.64756370301463,4.6624628748158985,7.004995087637618,5.2563793773671605
1,1627741,1501,1.741808610125766,2.1513499029985574,0.4095412928727915,0.4840374072879716,2.2660846602764346,1.2743036439464372,1.7114771428727344,1.8230190670260105,1.1755477543265165,1.5429260821063588
1,203999,1941,1.495627929963287,4.06205775853879,2.566429828575503,0.548150240045185,2.2660846602764346,1.1205997040298012,1.671227981134447,4.493563373299137,6.375909040628555,5.020063145792995
1,203076,2183,1.3761613534232089,-0.38250696977332993,-1.7586683231965388,0.5770552471583399,2.2660846602764346,1.0566627634738521,1.655751919524863,3.1088293640780553,3.5850131612200125,3.04159287352719
1,1628415,2205,1.3056149802890933,-0.3485627118833348,-1.654177692172428,0.5795006570302234,2.2660846602764346,1.0513782155038964,1.654507196012203,2.929702568036722,3.293668950125383,2.862445980841259
