playerId,playerName,teamId,rawDRBL100,posteriorDRBL100,drblP,drblLn,drblB,warInputRate,calibratedWarInputRate,replacementLevelDRBL100,fringeReplacementEstimate,aboveReplacementDRBL100,actualOnCourtPossessions,modelObservationCount,seasonImpactAboveReplacement,seasonImpactUnitFixed,pointsPerWin,DRBL_WAR,oldWAR,diagnosedScaleError,rateCalibrationSlope,warFormulaVersion,rankingFormulaVersion,dataVersion
203999,Nikola Jokić,1610612743,2.81,1.0173,2.65,0,0,2.81,7.078439081879945,0,-0.4347,7.078439081879945,3365,3365,238.18947510526013,94.5565,38.714285714285715,6.152495666925538,3.151883333333333,POINTS_PER_WIN_UNIT_MISMATCH,2.5190174668611904,3.0.0,2.2.0,drbl-ranking-v2-seq
202696,Nikola Vučević,1610612741,1.9797,0.7261,1.88,0,0,1.9797,4.986898879145099,0,-0.4347,4.986898879145099,3806,3806,189.80137134026248,75.347382,38.714285714285715,4.902618447903459,2.5115794,POINTS_PER_WIN_UNIT_MISMATCH,2.5190174668611904,3.0.0,2.2.0,drbl-ranking-v2-seq
1630532,Franz Wagner,1610612753,2.1204,0.7672,2,0,0,2.1204,5.341324636732469,0,-0.4347,5.341324636732469,3348,3348,178.82754883780305,70.990992,38.714285714285715,4.619161778098234,2.3663664,POINTS_PER_WIN_UNIT_MISMATCH,2.5190174668611904,3.0.0,2.2.0,drbl-ranking-v2-seq
1626181,Norman Powell,1610612746,2.4752,0.878,2.31,0,0,2.4752,6.235072033974819,0,-0.4347,6.235072033974819,2845,2845,177.3877993665836,70.41944000000001,38.714285714285715,4.581972677365628,2.347314666666667,POINTS_PER_WIN_UNIT_MISMATCH,2.5190174668611904,3.0.0,2.2.0,drbl-ranking-v2-seq
1628369,Jayson Tatum,1610612738,1.6766,0.6144,1.59,0,0,1.6766,4.2233846849394725,0,-0.4347,4.2233846849394725,3770,3770,159.22160262221811,63.20782,38.714285714285715,4.112735123083125,2.106927333333333,POINTS_PER_WIN_UNIT_MISMATCH,2.5190174668611904,3.0.0,2.2.0,drbl-ranking-v2-seq
1629631,De'Andre Hunter,1610612737,2.9743,1.0065,2.71,0,0,2.9743,7.492313651685238,0,-0.4347,7.492313651685238,2087,2087,156.3645859106709,62.073640999999995,38.714285714285715,4.038937643449064,2.0691213666666664,POINTS_PER_WIN_UNIT_MISMATCH,2.5190174668611904,3.0.0,2.2.0,drbl-ranking-v2-seq
1628983,Shai Gilgeous-Alexander,1610612760,1.6374,0.6002,1.56,0,0,1.6374,4.124639200238513,0,-0.4347,4.124639200238513,3782,3782,155.99385455302055,61.92646799999999,38.714285714285715,4.0293615567200884,2.0642156,POINTS_PER_WIN_UNIT_MISMATCH,2.5190174668611904,3.0.0,2.2.0,drbl-ranking-v2-seq
1629639,Tyler Herro,1610612748,1.7809,0.647,1.68,0,0,1.7809,4.486118206733094,0,-0.4347,4.486118206733094,3470,3470,155.66830177363835,61.79723,38.714285714285715,4.020952444337522,2.0599076666666667,POINTS_PER_WIN_UNIT_MISMATCH,2.5190174668611904,3.0.0,2.2.0,drbl-ranking-v2-seq
1627734,Domantas Sabonis,1610612758,1.4912,0.549,1.42,0,0,1.4912,3.7563588465834075,0,-0.4347,3.7563588465834075,3952,3952,148.45130161697628,58.932224000000005,38.714285714285715,3.8345354661211584,1.9644074666666669,POINTS_PER_WIN_UNIT_MISMATCH,2.5190174668611904,3.0.0,2.2.0,drbl-ranking-v2-seq
1627783,Pascal Siakam,1610612754,1.5061,0.5528,1.43,0,0,1.5061,3.793892206839639,0,-0.4347,3.793892206839639,3836,3836,145.53370505436854,57.773996,38.714285714285715,3.759173193286272,1.9257998666666665,POINTS_PER_WIN_UNIT_MISMATCH,2.5190174668611904,3.0.0,2.2.0,drbl-ranking-v2-seq
202681,Kyrie Irving,1610612742,1.5797,0.5745,1.49,0,0,1.5797,3.9792918924006226,0,-0.4347,3.9792918924006226,3508,3508,139.59355958541383,55.415876000000004,38.714285714285715,3.6057377014682537,1.8471958666666668,POINTS_PER_WIN_UNIT_MISMATCH,2.5190174668611904,3.0.0,2.2.0,drbl-ranking-v2-seq
1628415,Dillon Brooks,1610612745,1.658,0.5994,1.56,0,0,1.658,4.176530960055853,0,-0.4347,4.176530960055853,3320,3320,138.66082787385432,55.04559999999999,38.714285714285715,3.5816450004316613,1.834853333333333,POINTS_PER_WIN_UNIT_MISMATCH,2.5190174668611904,3.0.0,2.2.0,drbl-ranking-v2-seq
1627741,Buddy Hield,1610612744,2.3114,0.7956,2.13,0,0,2.3114,5.822456972902955,0,-0.4347,5.822456972902955,2311,2311,134.5569806437873,53.416453999999995,38.714285714285715,3.4756415664446907,1.7805484666666664,POINTS_PER_WIN_UNIT_MISMATCH,2.5190174668611904,3.0.0,2.2.0,drbl-ranking-v2-seq
1630202,Payton Pritchard,1610612738,1.695,0.6079,1.59,0,0,1.695,4.269734606329718,0,-0.4347,4.269734606329718,3106,3106,132.617956872601,52.6467,38.714285714285715,3.4255560815801,1.75489,POINTS_PER_WIN_UNIT_MISMATCH,2.5190174668611904,3.0.0,2.2.0,drbl-ranking-v2-seq
1626157,Karl-Anthony Towns,1610612752,1.5154,0.5495,1.43,0,0,1.5154,3.817319069281448,0,-0.4347,3.817319069281448,3413,3413,130.28509983457582,51.720602,38.714285714285715,3.36529778170491,1.7240200666666667,POINTS_PER_WIN_UNIT_MISMATCH,2.5190174668611904,3.0.0,2.2.0,drbl-ranking-v2-seq
1631128,Christian Braun,1610612743,1.4426,0.5251,1.37,0,0,1.4426,3.6339345976939534,0,-0.4347,3.6339345976939534,3532,3532,128.35056999055044,50.952632,38.714285714285715,3.315328376139679,1.6984210666666668,POINTS_PER_WIN_UNIT_MISMATCH,2.5190174668611904,3.0.0,2.2.0,drbl-ranking-v2-seq
1629661,Cameron Johnson,1610612751,1.4943,0.5417,1.41,0,0,1.4943,3.764167800730677,0,-0.4347,3.764167800730677,3406,3406,128.20755529288687,50.895858,38.714285714285715,3.3116342695579633,1.6965286,POINTS_PER_WIN_UNIT_MISMATCH,2.5190174668611904,3.0.0,2.2.0,drbl-ranking-v2-seq
202710,Jimmy Butler,1610612748,2.3785,0.8046,2.17,0,0,2.3785,5.991483044929341,0,-0.4347,5.991483044929341,2084,2084,124.86250665632745,49.56794,38.714285714285715,3.2252307992409306,1.6522646666666667,POINTS_PER_WIN_UNIT_MISMATCH,2.5190174668611904,3.0.0,2.2.0,drbl-ranking-v2-seq
1627736,Malik Beasley,1610612765,1.4644,0.5284,1.38,0,0,1.4644,3.688849178471527,0,-0.4347,3.688849178471527,3270,3270,120.62536813601893,47.88588,38.714285714285715,3.115784416797537,1.596196,POINTS_PER_WIN_UNIT_MISMATCH,2.5190174668611904,3.0.0,2.2.0,drbl-ranking-v2-seq
1630596,Evan Mobley,1610612739,1.3817,0.5018,1.31,0,0,1.3817,3.4805264339621065,0,-0.4347,3.4805264339621065,3461,3461,120.46101987942852,47.820637,38.714285714285715,3.1115392588782274,1.5940212333333332,POINTS_PER_WIN_UNIT_MISMATCH,2.5190174668611904,3.0.0,2.2.0,drbl-ranking-v2-seq
1629655,Daniel Gafford,1610612742,2.0511,0.706,1.89,0,0,2.0511,5.1667567262789875,0,-0.4347,5.1667567262789875,2312,2312,119.4554155115702,47.421431999999996,38.714285714285715,3.085564238306241,1.5807144,POINTS_PER_WIN_UNIT_MISMATCH,2.5190174668611904,3.0.0,2.2.0,drbl-ranking-v2-seq
1627826,Ivica Zubac,1610612746,1.2401,0.4548,1.18,0,0,1.2401,3.123833560654562,0,-0.4347,3.123833560654562,3798,3798,118.64319863366026,47.098998,38.714285714285715,3.06458446655211,1.5699666,POINTS_PER_WIN_UNIT_MISMATCH,2.5190174668611904,3.0.0,2.2.0,drbl-ranking-v2-seq
203507,Giannis Antetokounmpo,1610612749,1.4081,0.5065,1.32,0,0,1.4081,3.547028495087242,0,-0.4347,3.547028495087242,3180,3180,112.79550614377429,44.77758,38.714285714285715,2.9135370590642804,1.492586,POINTS_PER_WIN_UNIT_MISMATCH,2.5190174668611904,3.0.0,2.2.0,drbl-ranking-v2-seq
1628991,Jaren Jackson Jr.,1610612763,1.3017,0.4704,1.23,0,0,1.3017,3.2790050366132117,0,-0.4347,3.2790050366132117,3307,3307,108.43669656079892,43.047219000000005,38.714285714285715,2.8009478816442526,1.4349073,POINTS_PER_WIN_UNIT_MISMATCH,2.5190174668611904,3.0.0,2.2.0,drbl-ranking-v2-seq
1629048,Goga Bitadze,1610612753,1.8273,0.6247,1.68,0,0,1.8273,4.603000617195453,0,-0.4347,4.603000617195453,2216,2216,102.00249367705122,40.492968,38.714285714285715,2.634750759185825,1.3497656,POINTS_PER_WIN_UNIT_MISMATCH,2.5190174668611904,3.0.0,2.2.0,drbl-ranking-v2-seq
1630583,Santi Aldama,1610612763,1.268,0.4557,1.19,0,0,1.268,3.1941141479799895,0,-0.4347,3.1941141479799895,3157,3157,100.83818365172827,40.03076,38.714285714285715,2.6046763304874463,1.3343586666666667,POINTS_PER_WIN_UNIT_MISMATCH,2.5190174668611904,3.0.0,2.2.0,drbl-ranking-v2-seq
1630534,Ochai Agbaji,1610612761,1.0991,0.4009,1.04,0,0,1.0991,2.7686520978271343,0,-0.4347,2.7686520978271343,3607,3607,99.86528116862473,39.644537,38.714285714285715,2.579546008045657,1.3214845666666666,POINTS_PER_WIN_UNIT_MISMATCH,2.5190174668611904,3.0.0,2.2.0,drbl-ranking-v2-seq
1641726,Dereck Lively II,1610612742,1.8442,0.6257,1.69,0,0,1.8442,4.645572012385408,0,-0.4347,4.645572012385408,2118,2118,98.39321522232294,39.060156,38.714285714285715,2.5415221644142454,1.3020052,POINTS_PER_WIN_UNIT_MISMATCH,2.5190174668611904,3.0.0,2.2.0,drbl-ranking-v2-seq
1629636,Darius Garland,1610612739,1.1443,0.4148,1.08,0,0,1.1443,2.8825116873292607,0,-0.4347,2.8825116873292607,3405,3405,98.14952295356132,38.963415000000005,38.714285714285715,2.5352275301657903,1.2987805000000001,POINTS_PER_WIN_UNIT_MISMATCH,2.5190174668611904,3.0.0,2.2.0,drbl-ranking-v2-seq
1628384,OG Anunoby,1610612752,0.9659,0.3557,0.92,0,0,0.9659,2.433118971241224,0,-0.4347,2.433118971241224,3967,3967,96.52182958913934,38.317253,38.714285714285715,2.4931837901253706,1.2772417666666667,POINTS_PER_WIN_UNIT_MISMATCH,2.5190174668611904,3.0.0,2.2.0,drbl-ranking-v2-seq
1629599,Amir Coffey,1610612746,1.3785,0.4856,1.28,0,0,1.3785,3.4724655780681513,0,-0.4347,3.4724655780681513,2701,2701,93.79129526362075,37.233285,38.714285714285715,2.422653383193156,1.2411095,POINTS_PER_WIN_UNIT_MISMATCH,2.5190174668611904,3.0.0,2.2.0,drbl-ranking-v2-seq
201939,Stephen Curry,1610612744,1.4032,0.4923,1.3,0,0,1.4032,3.5346853094996225,0,-0.4347,3.5346853094996225,2623,2623,92.7147956681751,36.805936,38.714285714285715,2.3948471205801685,1.2268645333333335,POINTS_PER_WIN_UNIT_MISMATCH,2.5190174668611904,3.0.0,2.2.0,drbl-ranking-v2-seq
1630530,Trey Murphy III,1610612740,1.7,0.5774,1.55,0,0,1.7,4.282329693664024,0,-0.4347,4.282329693664024,2132,2132,91.29926906891698,36.244,38.714285714285715,2.3582837028871544,1.2081333333333333,POINTS_PER_WIN_UNIT_MISMATCH,2.5190174668611904,3.0.0,2.2.0,drbl-ranking-v2-seq
1629675,Naz Reid,1610612750,1.3253,0.4659,1.23,0,0,1.3253,3.3384538488311355,0,-0.4347,3.3384538488311355,2662,2662,88.86964145588483,35.279486,38.714285714285715,2.2955257940634457,1.1759828666666665,POINTS_PER_WIN_UNIT_MISMATCH,2.5190174668611904,3.0.0,2.2.0,drbl-ranking-v2-seq
1630163,LaMelo Ball,1610612766,1.2341,0.4371,1.15,0,0,1.2341,3.1087194558533953,0,-0.4347,3.1087194558533953,2812,2812,87.41719109859747,34.702892,38.714285714285715,2.258008626163034,1.1567630666666666,POINTS_PER_WIN_UNIT_MISMATCH,2.5190174668611904,3.0.0,2.2.0,drbl-ranking-v2-seq
1641705,Victor Wembanyama,1610612759,1.1718,0.4174,1.1,0,0,1.1718,2.9517846676679427,0,-0.4347,2.9517846676679427,2937,2937,86.69391568940748,34.415766,38.714285714285715,2.23932623551975,1.1471921999999999,POINTS_PER_WIN_UNIT_MISMATCH,2.5190174668611904,3.0.0,2.2.0,drbl-ranking-v2-seq
1629060,Rui Hachimura,1610612747,1.2791,0.45,1.19,0,0,1.2791,3.2220752418621483,0,-0.4347,3.2220752418621483,2675,2675,86.19051271981247,34.215925,38.714285714285715,2.226323206784824,1.1405308333333333,POINTS_PER_WIN_UNIT_MISMATCH,2.5190174668611904,3.0.0,2.2.0,drbl-ranking-v2-seq
1628374,Lauri Markkanen,1610612762,1.2038,0.4268,1.12,0,0,1.2038,3.032393226607501,0,-0.4347,3.032393226607501,2832,2832,85.87737617752444,34.091616,38.714285714285715,2.218234809013546,1.1363872000000002,POINTS_PER_WIN_UNIT_MISMATCH,2.5190174668611904,3.0.0,2.2.0,drbl-ranking-v2-seq
203952,Andrew Wiggins,1610612744,1.2817,0.4504,1.19,0,0,1.2817,3.228624687275988,0,-0.4347,3.228624687275988,2656,2656,85.75227169405025,34.041952,38.714285714285715,2.2150033278905967,1.1347317333333333,POINTS_PER_WIN_UNIT_MISMATCH,2.5190174668611904,3.0.0,2.2.0,drbl-ranking-v2-seq
