season,playerId,playerName,selectedRateSource,selectedRate,N,seasonPointValue,PPW,WAR,researchWarModelVersion
2024-25,101108,Chris Paul,W0,-0.648698369512949,9301,-60.335435348399386,37.490662671779255,-1.6093456623218432,drbl-war-r1-v1
2024-25,1626143,Jahlil Okafor,W0,7.333320639770091,15,1.0999980959655136,37.490662671779255,0.029340588231147133,drbl-war-r1-v1
2024-25,1626145,Tyus Jones,W0,0.04128962553024225,8820,3.6417449717673662,37.490662671779255,0.09713738601128157,drbl-war-r1-v1
2024-25,1626153,Delon Wright,W0,-0.5614795196694866,2571,-14.435638450702502,37.490662671779255,-0.3850462334337129,drbl-war-r1-v1
2024-25,1626156,D'Angelo Russell,W0,-1.3603320214975116,6146,-83.60600604123707,37.490662671779255,-2.230048766360449,drbl-war-r1-v1
2024-25,1626157,Karl-Anthony Towns,W0,0.8351528814445762,10077,84.15835586316994,37.490662671779255,2.2447817633940987,drbl-war-r1-v1
2024-25,1626158,Richaun Holmes,W0,1.330848069163584,2259,30.063857882405365,37.490662671779255,0.8019025469249882,drbl-war-r1-v1
2024-25,1626162,Kelly Oubre Jr.,W0,0.1952639491984306,8388,16.378740058764357,37.490662671779255,0.4368751814860104,drbl-war-r1-v1
2024-25,1626164,Devin Booker,W0,-0.1727433942020149,11430,-19.744569957290302,37.490662671779255,-0.5266529997121882,drbl-war-r1-v1
2024-25,1626166,Cameron Payne,W0,0.30498782608289676,4428,13.504860938950669,37.490662671779255,0.3602193179987807,drbl-war-r1-v1
2024-25,1626167,Myles Turner,W0,0.43923920468155714,8645,37.972229244720616,37.490662671779255,1.0128449736180272,drbl-war-r1-v1
2024-25,1626168,Trey Lyles,W0,-0.5694225959389975,5483,-31.22144093533523,37.490662671779255,-0.8327791164608269,drbl-war-r1-v1
2024-25,1626171,Bobby Portis,W0,-0.7896071648077092,5132,-40.52263969793164,37.490662671779255,-1.0808728576684956,drbl-war-r1-v1
2024-25,1626172,Kevon Looney,W0,0.6589222868193658,4598,30.297246747954443,37.490662671779255,0.8081278000658124,drbl-war-r1-v1
2024-25,1626179,Terry Rozier,W0,-1.7081822925571613,6584,-112.46672214196349,37.490662671779255,-2.999859541736555,drbl-war-r1-v1
2024-25,1626181,Norman Powell,W0,2.118858313519133,8057,170.71641432023654,37.490662671779255,4.553571533659279,drbl-war-r1-v1
2024-25,1626192,Pat Connaughton,W0,-0.7190019582634358,2454,-17.644308055784716,37.490662671779255,-0.4706320667163428,drbl-war-r1-v1
2024-25,1626196,Josh Richardson,W0,-2.564754779693097,578,-14.8242826266261,37.490662671779255,-0.39541265931756764,drbl-war-r1-v1
2024-25,1626204,Larry Nance Jr.,W0,0.8465465137151189,1998,16.913999344028074,37.490662671779255,0.4511523173678103,drbl-war-r1-v1
2024-25,1626220,Royce O'Neale,W0,0.19495966777649507,7432,14.489402509149112,37.490662671779255,0.3864802987346467,drbl-war-r1-v1
2024-25,1627732,Ben Simmons,W0,-2.4481406147281484,4480,-109.67669953982104,37.490662671779255,-2.9254404089896004,drbl-war-r1-v1
2024-25,1627734,Domantas Sabonis,W0,0.5931435190095092,10119,60.020192688572244,37.490662671779255,1.600937097699046,drbl-war-r1-v1
2024-25,1627736,Malik Beasley,W0,1.225358425712469,9795,120.02385779853634,37.490662671779255,3.2014333502001064,drbl-war-r1-v1
2024-25,1627739,Kris Dunn,W0,0.24856044542249994,7311,18.17225416483897,37.490662671779255,0.4847141359951998,drbl-war-r1-v1
