teamId,W0AllocatedTeamPoints,W0ObservedStintTeamValue,difference,actualNetPoints
1610612737,127.12450687572156,114.14485685138402,12.979650024337545,-85
1610612738,363.9375740658586,360.3086689934876,3.628905072371026,747
1610612739,475.48518274516584,474.8756953748581,0.609487370307761,782
1610612740,-190.12675707309114,-196.81780896787228,6.69105189478114,-773
1610612741,71.4427375738389,128.31561897052057,-56.87288139668168,-128
1610612742,23.168570331784213,10.56528972571565,12.603280606068564,-98
1610612743,221.63047276537583,221.63047276537583,0,319
1610612744,274.3117333662177,268.2988467104473,6.012886655770387,270
1610612745,266.6435660801442,264.3753775714811,2.2681885086630587,385
1610612746,373.34920952939854,314.86211987952817,58.48708964987037,382
1610612747,32.16721364337397,44.26550812489187,-12.098294481517904,100
1610612748,43.31336796604888,58.633465826268,-15.320097860219121,26
1610612749,92.42684262105354,154.2514147559799,-61.82457213492637,195
1610612750,370.1165136830263,370.6994088276849,-0.5828951446586075,410
1610612751,-224.33231762671215,-175.76019403404356,-48.57212359266859,-583
1610612752,172.15017340655757,168.86052048015551,3.2896529264020558,336
1610612753,120.48547461408154,120.48547461408151,2.842170943040401e-14,-10
1610612754,280.7888889765813,270.74915605936377,10.03973291721752,175
1610612755,-126.22085688122087,-127.05666059133318,0.8358037101123159,-511
1610612756,18.70255939199838,-19.6352043955823,38.337763787580684,-246
1610612757,10.712735711812037,6.566973817167221,4.145761894644816,-243
1610612758,206.66323974875706,222.5251362290673,-15.861896480310236,39
1610612759,75.84897449662589,31.666345298753683,44.1826291978722,-218
1610612760,544.6650831829546,545.545546250445,-0.880463067490382,1040
1610612761,-29.920188756642368,-47.73800305256379,17.817814295921423,-352
1610612762,-234.01559132472616,-261.50010018813396,27.484508863407797,-766
1610612763,303.36975815752595,293.21469549909546,10.155062658430495,398
1610612764,-317.57948603508,-301.84386915645234,-15.735616878627638,-1000
1610612765,154.08347190185006,147.87954821801685,6.20392368383321,156
1610612766,-131.65951836086106,-93.63516568036924,-38.024352680491816,-747
