season,teamId,offensiveTargetSum,defensiveTargetSum,offensivePlayerCreditSum,defensivePlayerCreditSum,combinedPlayerCreditSum,playerStableSum,offV0Sum,defV0Sum,unobservedSum,Y_off,Y_def_opp,actualNetPoints
2024-25,1610612737,316.7005509040753,-315.07798520550114,429.22284205688635,-315.07798520550114,114.14485685138521,114.14485685138416,9272.299449095934,9358.92201479451,-112.52229115281048,9589,9674,-85
2024-25,1610612738,448.72052941721205,-189.91906006530735,550.2277290587946,-189.9190600653074,360.3086689934872,360.30866899348615,9085.279470582787,8597.08093993471,-101.50719964158128,9534,8787,747
2024-25,1610612739,603.157344929338,-255.34904503295311,730.2247404078083,-255.34904503295317,474.8756953748551,474.8756953748596,9395.842655070672,8961.650954967026,-127.06739547847252,9999,9217,782
2024-25,1610612740,127.94077776405707,-434.09984347909364,237.28203451122027,-434.09984347909375,-196.81780896787348,-196.81780896787154,8878.059222235908,9344.9001565209,-109.3412567471632,9006,9779,-773
2024-25,1610612741,303.7701617464447,-280.83112407166715,409.14674304218875,-280.83112407166726,128.31561897052148,128.3156189705212,9356.229838253572,9507.168875928339,-105.37658129574359,9660,9788,-128
2024-25,1610612742,238.05925220893292,-333.8832935645905,344.44858329030734,-333.8832935645905,10.565289725716866,10.565289725716225,9125.940747791103,9128.116706435409,-106.38933108137353,9364,9462,-98
2024-25,1610612743,595.7022175491413,-485.3451690980013,706.9756418633726,-485.3451690980014,221.63047276537122,221.63047276537614,9306.297782450873,9097.654830901962,-111.27342431423524,9902,9583,319
2024-25,1610612744,205.26316972372186,-45.34329733839537,313.6421440488419,-45.34329733839538,268.2988467104465,268.29884671044584,9124.736830276272,9014.656702661581,-108.37897432512145,9330,9060,270
2024-25,1610612745,202.0175167657409,-41.91375731382765,306.2891348853096,-41.91375731382761,264.375377571482,264.3753775714804,9073.982483234231,8849.086242686166,-104.27161811956815,9276,8891,385
2024-25,1610612746,178.5727150197947,36.854487517297606,278.00763236223116,36.854487517297535,314.8621198795287,314.8621198795282,9077.427284980167,8910.854487517261,-99.43491734243656,9256,8874,382
2024-25,1610612747,249.56754324541407,-326.85947831186036,371.12498643675406,-326.85947831186047,44.265508124893586,44.26550812489206,9048.43245675459,8871.140521688152,-121.55744319133936,9298,9198,100
2024-25,1610612748,114.84324310196541,-181.22717490672156,239.86064073298783,-181.22717490672161,58.63346582626622,58.63346582626802,8836.156756898026,8743.772825093258,-125.0173976310228,8951,8925,26
2024-25,1610612749,318.3187420068001,-236.7735299340274,391.0249446900074,-236.77352993402747,154.2514147559799,154.25141475598065,9043.681257993168,8930.226470065963,-72.70620268320619,9362,9167,195
2024-25,1610612750,331.37159728843994,-69.61503532524108,440.3144441529267,-69.61503532524111,370.6994088276856,370.69940882768435,9040.62840271156,8892.384964674753,-108.94284686448684,9372,8962,410
2024-25,1610612751,-90.68969984966557,-215.77639088701653,40.01619685297181,-215.77639088701633,-175.76019403404453,-175.76019403404285,8709.689699849661,8986.223609112969,-130.7058967026372,8619,9202,-583
2024-25,1610612752,392.1320430339962,-323.6385259396651,492.49904641982226,-323.63852593966516,168.8605204801571,168.8605204801558,9101.86795696599,8834.361474060319,-100.36700338582591,9494,9158,336
2024-25,1610612753,-159.34243208420725,162.87906465375082,-42.39359003966969,162.87906465375087,120.48547461408118,120.48547461408178,8804.342432084164,8817.879064653764,-116.94884204453764,8645,8655,-10
2024-25,1610612754,393.97040207162564,-220.8839535569651,491.63310961632743,-220.88395355696517,270.74915605936224,270.7491560593644,8984.029597928366,8982.116046443047,-97.66270754470253,9378,9203,175
2024-25,1610612755,174.27554095609696,-417.67858671006417,290.6219261187323,-417.67858671006417,-127.05666059133188,-127.05666059133328,8813.724459043897,9081.32141328992,-116.34638516263506,8988,9499,-511
2024-25,1610612756,409.0988411901529,-517.2809229469715,497.6457185513895,-517.2809229469715,-19.63520439558198,-19.635204395582413,8907.901158809847,9045.719077052994,-88.54687736123748,9317,9563,-246
2024-25,1610612757,61.47720792809606,-163.65494305981105,170.2219168769773,-163.654943059811,6.566973817166314,6.5669738171662875,9031.52279207191,9172.345056940183,-108.74470894888016,9093,9336,-243
2024-25,1610612758,463.3379614508504,-360.8369542301759,583.3620904592448,-360.8369542301759,222.5251362290689,222.52513622906778,9026.66203854916,9090.163045769825,-120.02412900839526,9490,9451,39
2024-25,1610612759,293.43604736006597,-361.6986191882769,393.36496448703315,-361.698619188277,31.66634529875614,31.66634529875349,8810.56395263992,8960.301380811707,-99.92891712696657,9104,9322,-218
2024-25,1610612760,354.51841357835116,75.23449440754369,470.31105184290186,75.2344944075437,545.5455462504456,545.5455462504464,9415.48158642169,8805.234494407558,-115.7926382645515,9770,8730,1040
2024-25,1610612761,-27.316440073151515,-160.6680219117402,112.93001885917465,-160.6680219117402,-47.738003052565546,-47.738003052564316,9118.31644007317,9282.33197808828,-140.24645893232642,9091,9443,-352
2024-25,1610612762,108.34153387820083,-529.9357436204731,268.43564343233834,-529.9357436204733,-261.500100188135,-261.5001001881352,9066.658466121757,9411.064256379517,-160.09410955413776,9175,9941,-766
2024-25,1610612763,400.289787539453,-214.3859220568,507.60061755589584,-214.38592205680007,293.2146954990958,293.21469549909455,9579.710212460539,9367.614077943192,-107.31083001644282,9980,9582,398
2024-25,1610612764,-120.51387653961126,-273.8895411440216,-27.954328012429524,-273.8895411440216,-301.84386915645115,-301.8438691564511,8878.51387653958,9484.11045885594,-92.55954852718148,8758,9758,-1000
2024-25,1610612765,229.41943324765197,-195.4401240698316,343.3196722878482,-195.44012406983165,147.87954821801657,147.87954821801586,9241.580566752358,9119.559875930141,-113.90023904019598,9471,9315,156
2024-25,1610612766,-84.61297386318985,-154.78915510538448,61.1539894250144,-154.78915510538454,-93.63516568037014,-93.63516568036906,8702.612973863164,9210.210844894631,-145.76696328820435,8618,9365,-747
