playerId,rawAbilityRate,N,legacy_drblP,legacy_fusedRateRaw,legacy_posteriorAbilityRate,legacy_drbl100,researchReliability,researchDRBL100,diff_research_minus_legacy
203999,2.6742,10737,2.63,1.56,1.5315,1.5315,0.8703088271054551,2.327379865445408,0.7958798654454078
1628983,2.7644,10880,2.71,1.32,1.2962,1.2962,0.8717948717948718,2.409989743589744,1.113789743589744
1630532,1.3266,8188,1.29,1.35,1.3178,1.3178,0.8365345320800981,1.109746710257458,-0.208053289742542
1641705,0.6765,6024,0.65,1.7584,1.7019,1.7019,0.7901364113326338,0.5345272822665268,-1.1673727177334732
1626181,2.1189,8057,2.07,1.2,1.1709,1.1709,0.834317075696386,1.7678344516930724,0.5969344516930724
1630202,1.6565,9025,1.62,1.01,0.9881,0.9881,0.8494117647058823,1.4070505882352942,0.4189505882352942
1629675,0.9765,9046,0.96,0.99,0.9686,0.9686,0.8497088108209656,0.8297406537666729,-0.13885934623332707
202710,1.8862,6970,1.83,1.36,1.3221,1.3221,0.8133022170361727,1.534050641773629,0.211950641773629
1628991,1.3944,9713,1.37,0.89,0.872,0.872,0.8585697869707416,1.1971897109520022,0.3251897109520022
203897,0.7166,10890,0.7,0.67,0.6579,0.6579,0.8718975180144115,0.6248017614091274,-0.033098238590872686
1627826,1.2934,10739,1.27,0.68,0.6676,0.6676,0.8703298484480104,1.1256846259826567,0.45808462598265676
201942,0.7831,11459,0.77,0.62,0.6094,0.6094,0.8774791331648671,0.6871539091814075,0.07775390918140745
1631165,1.5258,8023,1.49,0.94,0.9171,0.9171,0.8337316845058713,1.2721078042190586,0.35500780421905853
1631128,1.4143,11046,1.39,0.58,0.5697,0.5697,0.8734777795350308,1.235359623596394,0.665659623596394
1631106,1.7842,5836,1.73,1.28,1.2376,1.2376,0.7848305540613233,1.400294674556213,0.162694674556213
1628386,1.4014,9655,1.37,0.65,0.6368,0.6368,0.8578409595735229,1.202178320746335,0.565378320746335
1627736,1.2254,9795,1.2,0.62,0.6076,0.6076,0.8595875383940325,1.0533385695480475,0.44573856954804747
1629631,1.5348,7330,1.49,0.89,0.8664,0.8664,0.8208286674132139,1.2598078387458007,0.39340783874580076
1630700,0.9726,10870,0.96,0.51,0.5008,0.5008,0.871692060946271,0.8478076984763433,0.3470076984763433
1627783,1.2412,10334,1.22,0.55,0.5396,0.5396,0.8659292776939835,1.0747914194737724,0.5351914194737725
1630596,1.0481,9051,1.03,0.64,0.6262,0.6262,0.8497793634400526,0.8906537508215191,0.2644537508215191
203497,1.3637,9585,1.34,0.57,0.5583,0.5583,0.8569512740277156,1.1686244523915958,0.6103244523915958
1626157,0.8352,10077,0.82,0.48,0.4707,0.4707,0.8629785047529331,0.7207596471696498,0.2500596471696498
1630552,0.3305,5396,0.32,1.1136,1.0738,1.0738,0.7712978845054317,0.25491395082904517,-0.8188860491709549
1628369,0.5173,10587,0.51,0.41,0.4024,0.4024,0.8687125625666694,0.44938500861573805,0.046985008615738066
1628378,1.0025,9308,0.98,0.48,0.4699,0.4699,0.8533186651998533,0.8554519618628529,0.3855519618628529
202696,0.8572,9771,0.84,0.44,0.4312,0.4312,0.8592911793158033,0.7365843989095066,0.3053843989095065
1629636,0.7003,9684,0.69,0.44,0.4311,0.4311,0.8582063098192131,0.601001878766395,0.169901878766395
