playerId,player,WAR_current,WAR_posterior_direct,WAR_raw_direct,WAR_half_exposure,WAR_ppw30,WAR_no_calibration,ratio_current_over_posterior_direct,ratio_current_over_raw_direct,ratio_current_over_half_exposure,ratio_current_over_no_calibration,abilityTransformFactor,DIAGNOSTIC_COUNTERFACTUAL
203999,Nikola Jokić,28.914181240578213,8.375970719296495,7.416612464944649,14.457090620289106,37.3130624580795,4.247454188191882,3.4520394363325497,3.8985697819919736,2,6.8074145027769735,5.835416607524311,true
1628983,Shai Gilgeous-Alexander,25.440480170203234,7.826254368424024,7.768882066420664,12.720240085101617,32.830333933928934,3.6427524723247235,3.2506584852194362,3.274664224877899,2,6.983861891106668,5.835416607524311,true
1630532,Franz Wagner,19.412414798364516,5.935515473595124,2.80573452398524,9.706207399182258,25.05125909693707,2.787122686346864,3.270552470922374,6.918835204262767,2,6.965037776578377,5.835416607524311,true
1641705,Victor Wembanyama,17.769548987801056,4.9644880848266535,1.0526439852398524,8.884774493900528,22.931179884257553,2.648181520295203,3.579331581459827,16.880872580820512,2,6.7100947769699015,5.835416607524311,true
1626181,Norman Powell,17.317831326173835,5.534832984660683,4.409735833948338,8.658915663086917,22.348248997110044,2.4368114059040593,3.1288805595704017,3.9271811233798997,2,7.106758973720784,5.835416607524311,true
1630202,Payton Pritchard,16.911760834133176,5.7736699634836475,3.861601014760147,8.455880417066588,21.824224695476623,2.3034397601476013,2.929118037763482,4.379468715046317,2,7.341959241447449,5.835416607524311,true
1629675,Naz Reid,16.68522854025751,5.741540741054024,2.281694944649446,8.342614270128754,21.53189016385612,2.263235763837638,2.906054192205289,7.312646495266257,2,7.372289182972848,5.835416607524311,true
202710,Jimmy Butler,16.569910501496995,5.0603237619672115,3.3958560147601475,8.284955250748498,21.383074980503263,2.380267859778598,3.2744763538717545,4.879450256275764,2,6.961363795013497,5.835416607524311,true
1628991,Jaren Jackson Jr.,16.501235206075247,5.922529862524484,3.4984003837638378,8.250617603037623,21.29445114688758,2.1877546863468633,2.7861801610303036,4.716794361976944,2,7.542543644886068,5.835416607524311,true
203897,Zach LaVine,14.986467405767932,6.037963889987143,2.0157349815498153,7.493233702883966,19.339679366490998,1.8506168634686349,2.4820399192218163,7.434740947069072,2,8.098092966514207,5.835416607524311,true
1627826,Ivica Zubac,14.935679277215945,5.981148833941222,3.587777055350554,7.467839638607972,19.274138495835814,1.8518632767527674,2.4971255007834707,4.162934052700388,2,8.065217051771544,5.835416607524311,true
201942,DeMar DeRozan,14.931805809496899,6.209891486116884,2.3178893099630997,7.465902904748449,19.269139877969806,1.8037565387453875,2.404519602778748,6.441983983150002,2,8.27817140991921,5.835416607524311,true
1631165,Keon Ellis,14.175524124795631,4.985510980349764,3.1620093653136534,7.0877620623978155,18.2931763705696,1.9005628450184504,2.8433442791858283,4.4830746803906125,2,7.458592680558278,5.835416607524311,true
1631128,Christian Braun,13.732648605099087,5.87280498725743,4.035295372693726,6.866324302549543,17.721656057056443,1.625473926199262,2.338345753842605,3.403133435541294,2,8.448396731413114,5.835416607524311,true
1631106,Tari Eason,13.130716725806106,4.109643027779475,2.6895992029520297,6.565358362903053,16.94487729854026,1.8656249151291513,3.19509909669719,4.882034732682176,2,7.038240441218115,5.835416607524311,true
1628386,Jarrett Allen,12.979831607493702,5.300596224174252,3.4949674907749078,6.489915803746851,16.750163645860923,1.5881228044280442,2.448749359231895,3.7138633311338185,2,8.173065440092547,5.835416607524311,true
1627736,Malik Beasley,12.736932714199042,5.3035780869435465,3.100352435424354,6.368466357099521,16.436708407371146,1.5372728413284134,2.4015735236471913,4.108220913425187,2,8.2854080107163,5.835416607524311,true
1629631,De'Andre Hunter,12.390929007642773,4.4588859109332715,2.905925756457564,6.195464503821387,15.99019886224377,1.6404053136531362,2.77892936826663,4.264021191906773,2,7.553577706992746,5.835416607524311,true
1630700,Dyson Daniels,12.3849570724327,5.5857775036874715,2.7308167527675278,6.19247853621635,15.982492222044103,1.40612073800738,2.217230647704232,4.535257468257893,2,8.807890202930567,5.835416607524311,true
1627783,Pascal Siakam,12.378621575694941,5.41391145786732,3.3131337859778602,6.189310787847471,15.974316414349186,1.4403536826568264,2.2864469934591805,3.736227504028013,2,8.594154147515884,5.835416607524311,true
1630596,Evan Mobley,12.023224355703741,4.944218442794994,2.4503495092250924,6.0116121778518705,15.515684763789114,1.4639909003690035,2.43177450487138,4.906738532784251,2,8.21263598883931,5.835416607524311,true
203497,Rudy Gobert,11.751597318857993,5.067813540022077,3.376289723247232,5.875798659428996,15.165156540050077,1.3822560332103322,2.3188693163337653,3.4806246744593934,2,8.501751510944427,5.835416607524311,true
1626157,Karl-Anthony Towns,11.024244550491758,5.099930074728338,2.1739547158671586,5.512122275245879,14.226525110396507,1.225192151291513,2.1616462165079775,5.071055284651755,2,8.997971900873477,5.835416607524311,true
1630552,Jalen Johnson,10.808485856845154,3.571495606677455,0.46065114391143913,5.404242928422577,13.948093653357319,1.4966632324723248,3.0263192362989453,23.463495097546314,2,7.221722042968017,5.835416607524311,true
1628369,Jayson Tatum,10.49226585825886,5.171262512085851,1.4146341586715867,5.24613292912943,13.540019274229289,1.1004229372693726,2.028956339721141,7.4169464903290825,2,9.534757503596508,5.835416607524311,true
1628378,Donovan Mitchell,10.171734068187975,4.7088187742734595,2.4102911439114387,5.0858670340939875,13.126380630852102,1.1297713800738007,2.160145581257246,4.22012672364601,2,9.003356119291604,5.835416607524312,true
202696,Nikola Vučević,10.10772990532959,4.845371633716042,2.1634652546125457,5.053864952664795,13.043784782591995,1.0882947011070112,2.0860587524382947,4.67200935341103,2,9.28767722111302,5.835416607524311,true
1629636,Darius Garland,10.016272023761136,4.801978792426858,1.7517319704797047,5.008136011880568,12.925760563996514,1.0783544944649446,2.0858634443695743,5.7179249979768425,2,9.288478023853358,5.835416607524312,true
1627734,Domantas Sabonis,9.723405577767181,4.8903907627104175,1.550223332103321,4.861702788883591,12.547823388451935,0.9995032915129152,1.9882676149130762,6.272261148704685,2,9.728237675985222,5.83541660752431,true
1630529,Herbert Jones,9.682670859983533,2.515107307352282,0.3163037564575646,4.841335429991767,12.49525620502637,1.4823052767527674,3.8498042734314706,30.611937614729413,2,6.532170539927518,5.835416607524311,true
1630551,Justin Champagnie,9.516285841582219,3.376500152256521,1.5724729999999998,4.7581429207911095,12.280540300327532,1.2697531955719557,2.8183875055425274,6.051796019125429,2,7.4945949140105474,5.835416607524311,true
1630183,Jaden McDaniels,9.504529931868959,4.985109940790244,2.065752383763838,4.752264965934479,12.26536957874518,0.9346495571955721,1.9065838155541845,4.601001555932631,2,10.169084079371334,5.835416607524311,true
1629660,Ty Jerome,9.48951056003471,3.472595679407582,2.6971982841328415,4.744755280017355,12.245987436997174,1.2443426014760146,2.7326851255121074,3.518284367841951,2,7.626123664639015,5.835416607524311,true
1630168,Onyeka Okongwu,9.479889443819182,4.46695321967,1.7220163505535053,4.739944721909591,12.23357161559523,1.0367123726937268,2.122227159683467,5.505110007098408,2,9.144184726171684,5.835416607524311,true
1628384,OG Anunoby,9.215977236853728,5.061197725063533,3.038387247232472,4.607988618426864,11.892999196130289,0.8592392029520295,1.8209083575643237,3.033180594490758,2,10.725741103514626,5.835416607524311,true
1629008,Michael Porter Jr.,9.11815024568654,5.0074734446730345,1.2031242509225093,4.55907512284327,11.766755793243107,0.8501184354243542,1.8209083575643232,7.578727000719247,2,10.725741103514626,5.835416607524311,true
1628970,Miles Bridges,9.105536379001652,4.219276168778181,1.4741704243542433,4.552768189500826,11.750477898616419,1.0105148339483396,2.1580802049367716,6.1767189387145045,2,9.01078942446,5.835416607524311,true
203507,Giannis Antetokounmpo,9.099505658967447,4.533676552604585,3.6332784501845015,4.549752829483723,11.742695398000848,0.9442473062730627,2.0070919381621533,2.5044889302402256,2,9.636782226981541,5.83541660752431,true
1629661,Cameron Johnson,8.912220223903729,3.826107427717535,1.9367083394833948,4.4561101119518645,11.501008003228145,1.0518458302583025,2.3293178229499727,4.6017358639974715,2,8.472933929599881,5.835416607524311,true
1630583,Santi Aldama,8.895577335811335,3.7926678546599186,0.8228880996309963,4.447788667905668,11.479530752404152,1.0553195092250922,2.345467010743282,10.810190765670734,2,8.429274033172423,5.835416607524311,true
1630530,Trey Murphy III,8.760943809685083,3.995179058819616,1.6458939077490775,4.380471904842541,11.305789392498367,0.985595479704797,2.1928788874543015,5.322909191435394,2,8.888985379994983,5.835416607524311,true
1630541,Moses Moody,8.523504217788043,3.635869607304628,1.1437618228782287,4.261752108894021,10.999379252478857,1.0107990701107012,2.344282149355393,7.45216709221768,2,8.432441688786438,5.835416607524311,true
1629048,Goga Bitadze,8.331970448703728,3.2261194462398888,1.50786436900369,4.165985224351864,10.752209483803382,1.0559278376383765,2.5826602478760723,5.525676327380171,2,7.890662743903507,5.835416607524311,true
203084,Harrison Barnes,8.297051660250744,4.309816086509707,2.6938475571955722,4.148525830125372,10.707147618704532,0.8245898745387453,1.9251521396055882,3.080000439552854,2,10.062034371804414,5.835416607524311,true
1628436,Luke Kornet,8.266860980421429,3.1040820294226354,1.888072856088561,4.133430490210714,10.668187265210511,1.067700959409594,2.6632224606380905,4.378465033148948,2,7.742674489112335,5.835416607524312,true
1631105,Jalen Duren,8.146521813298515,4.06257924562192,1.5093229003690036,4.073260906649257,10.512892435256655,0.8445895977859778,2.0052585613136524,5.397467838927528,2,9.645538892089071,5.835416607524311,true
203076,Anthony Davis,8.092697222484867,3.6076060128897214,1.0967847970479703,4.046348611242434,10.443433082349518,0.9275501107011069,2.243231991955394,7.378564367655906,2,8.724808642810514,5.835416607524311,true
1630162,Anthony Edwards,8.076153062750945,5.08316792961668,2.4446975645756455,4.038076531375473,10.422083238121457,0.6189715129151291,1.5888031193492294,3.3035387197895854,2,13.047697501804603,5.835416607524311,true
1642377,Jaylen Wells,8.04435921525645,4.135878624930998,0.5874501254612545,4.022179607628225,10.381054034926182,0.8083027601476014,1.9450182040558939,13.693688819863938,2,9.952161011781646,5.835416607524311,true
1631109,Mark Williams,7.934208061076099,2.8976433684812952,1.6188796162361623,3.9671040305380494,10.238906593102966,1.0415989151291514,2.738158928520784,4.901048837419332,2,7.617335181356549,5.835416607524311,true
1627884,Derrick Jones Jr.,7.859624287908271,3.8107720173808968,1.7619540627306274,3.9298121439541354,10.142658009634006,0.8373326642066421,2.062475596036865,4.460743020580028,2,9.386501475318804,5.835416607524311,true
201142,Kevin Durant,7.785232997356881,4.280733157809867,1.7354503321033212,3.8926164986784406,10.046657820398643,0.7247565461254614,1.8186681370580937,4.48600161775957,2,10.741859509895606,5.835416607524311,true
1641709,Ausar Thompson,7.735870325424827,3.0828653487029425,1.3883554612546125,3.8679351627124134,9.98295646757204,0.962275922509225,2.5093117766818938,5.571966647816668,2,8.039139444799593,5.835416607524311,true
1628401,Derrick White,7.728336221196142,4.654282830635533,1.3465207232472325,3.864168110598071,9.973233885448355,0.6357370295202951,1.660478424372172,5.7394855406002945,2,12.156498461364873,5.835416607524311,true
203552,Seth Curry,7.633675772555285,2.6842829535175854,1.464348184501845,3.8168378862776424,9.851076830297535,1.0235711254612545,2.843841690590714,5.21301959011352,2,7.457885028864313,5.835416607524311,true
1628449,Chris Boucher,7.589672920010791,2.402729054808792,1.82187189298893,3.7948364600053957,9.794292196775832,1.072698442804428,3.1587718577011064,4.165865310957353,2,7.075308975156706,5.835416607524311,true
1630178,Tyrese Maxey,7.3325259419204984,3.7341452220949343,1.167576442804428,3.6662629709602492,9.462450144097405,0.7441718081180811,1.9636424150121288,6.280124943518336,2,9.853270255512035,5.83541660752431,true
1629655,Daniel Gafford,7.278137770446818,2.886535504742028,2.0726566051660518,3.639068885223409,9.392263503767085,0.9082159040590406,2.5214094053200538,3.511501978816084,2,8.013664744163835,5.835416607524311,true
1629060,Rui Hachimura,7.268752547179392,3.6289050074428078,2.0254239114391144,3.634376273589696,9.380152096598168,0.7527474538745387,2.003015381298583,3.5887561641428243,2,9.656296424206682,5.835416607524311,true
1627827,Dorian Finney-Smith,7.2629768628437095,3.5575002118941583,0.5456303690036899,3.6314884314218547,9.372698713479263,0.7663200405904058,2.0415956233988823,13.311166818125903,2,9.477733163872369,5.835416607524311,true
1630534,Ochai Agbaji,7.2526017935761695,3.586309788641811,1.963649298892989,3.6263008967880848,9.359309933614961,0.7582163653136531,2.0223020935184848,3.6934302869992304,2,9.565345889858193,5.835416607524311,true
