playerId,player,posteriorAbilityRate,warCalibrationInput,warCalibratedRate,replacementLevelUsed,aboveReplacementRate,exposureUsed,seasonalImpact,pointsPerWin,reconstructedWAR,displayedWAR,residual,rateCalibrationSlope,calibrationIntercept
203999,Nikola Jokić,1.5315,1.5315,8.936940534423483,-1.4886147765794517,10.425555311002935,10737,1119.391873742385,38.714285714285715,28.914181240578213,28.914181240578213,0,5.835416607524311,0
1628983,Shai Gilgeous-Alexander,1.2962,1.2962,7.5638670066730125,-1.4886147765794517,9.052481783252464,10880,984.9100180178681,38.714285714285715,25.440480170203234,25.440480170203234,0,5.835416607524311,0
1630532,Franz Wagner,1.3178,1.3178,7.689912005395538,-1.4886147765794517,9.17852678197499,8188,751.5377729081121,38.714285714285715,19.412414798364516,19.412414798364516,0,5.835416607524311,0
1641705,Victor Wembanyama,1.7019,1.7019,9.931295524345625,-1.4886147765794517,11.419910300925077,6024,687.9353965277265,38.714285714285715,17.769548987801056,17.769548987801056,0,5.835416607524311,0
1626181,Norman Powell,1.1709,1.1709,6.8326893057502165,-1.4886147765794517,8.321304082329668,8057,670.4474699133013,38.714285714285715,17.317831326173835,17.317831326173835,0,5.835416607524311,0
1630202,Payton Pritchard,0.9881,0.9881,5.765975149894772,-1.4886147765794517,7.254589926474224,9025,654.7267408642987,38.714285714285715,16.911760834133176,16.911760834133176,0,5.835416607524311,0
1629675,Naz Reid,0.9686,0.9686,5.652184526048048,-1.4886147765794517,7.140799302627499,9046,645.9567049156835,38.714285714285715,16.68522854025751,16.68522854025751,0,5.835416607524311,0
202710,Jimmy Butler,1.3221,1.3221,7.7150042968078925,-1.4886147765794517,9.203619073387344,6970,641.492249415098,38.714285714285715,16.569910501496995,16.569910501496995,0,5.835416607524311,0
1628991,Jaren Jackson Jr.,0.872,0.872,5.088483281761199,-1.4886147765794517,6.577098058340651,9713,638.8335344066275,38.714285714285715,16.501235206075247,16.501235206075247,0,5.835416607524311,0
203897,Zach LaVine,0.6579,0.6579,3.8391205860902446,-1.4886147765794517,5.327735362669697,10890,580.1903809947299,38.714285714285715,14.986467405767932,14.986467405767932,0,5.835416607524311,0
