playerId,player,actualOnCourtPossessions,E5_actualOnCourt,E4_half,rawAbilityRate,reconstructedImpact_E5,reconstructedImpact_E4,seasonalImpactStored,residual_E5_vs_seasonalImpact,residual_E4_vs_seasonalImpact,note
203999,Nikola Jokić,10737,10737,5368.5,2.6742,287.128854,143.564427,287.12,0.008853999999985263,-143.555573,off/def not separately stored on artifact; actualPossessions=off+def by construction
1628983,Shai Gilgeous-Alexander,10880,10880,5440,2.7644,300.76672,150.38336,300.77,-0.003279999999961092,-150.38663999999997,off/def not separately stored on artifact; actualPossessions=off+def by construction
1630532,Franz Wagner,8188,8188,4094,1.3266,108.62200800000001,54.311004000000004,108.62,0.0020080000000035625,-54.308996,off/def not separately stored on artifact; actualPossessions=off+def by construction
1641705,Victor Wembanyama,6024,6024,3012,0.6765,40.752359999999996,20.376179999999998,40.75,0.002359999999995921,-20.373820000000002,off/def not separately stored on artifact; actualPossessions=off+def by construction
1626181,Norman Powell,8057,8057,4028.5,2.1189,170.71977299999998,85.35988649999999,170.72,-0.000227000000023736,-85.36011350000001,off/def not separately stored on artifact; actualPossessions=off+def by construction
1630202,Payton Pritchard,9025,9025,4512.5,1.6565,149.499125,74.7495625,149.5,-0.0008750000000077307,-74.7504375,off/def not separately stored on artifact; actualPossessions=off+def by construction
1629675,Naz Reid,9046,9046,4523,0.9765,88.33418999999999,44.167094999999996,88.33,0.004189999999994143,-44.162905,off/def not separately stored on artifact; actualPossessions=off+def by construction
202710,Jimmy Butler,6970,6970,3485,1.8862,131.46814,65.73407,131.47,-0.0018599999999935335,-65.73593,off/def not separately stored on artifact; actualPossessions=off+def by construction
1628991,Jaren Jackson Jr.,9713,9713,4856.5,1.3944,135.438072,67.719036,135.44,-0.0019279999999923803,-67.720964,off/def not separately stored on artifact; actualPossessions=off+def by construction
203897,Zach LaVine,10890,10890,5445,0.7166,78.03774,39.01887,78.04,-0.002260000000006812,-39.02113000000001,off/def not separately stored on artifact; actualPossessions=off+def by construction
1627826,Ivica Zubac,10739,10739,5369.5,1.2934,138.89822600000002,69.44911300000001,138.9,-0.001773999999983289,-69.450887,off/def not separately stored on artifact; actualPossessions=off+def by construction
201942,DeMar DeRozan,11459,11459,5729.5,0.7831,89.73542900000001,44.867714500000005,89.74,-0.004570999999984338,-44.87228549999999,off/def not separately stored on artifact; actualPossessions=off+def by construction
1631165,Keon Ellis,8023,8023,4011.5,1.5258,122.41493400000002,61.20746700000001,122.42,-0.005065999999985138,-61.21253299999999,off/def not separately stored on artifact; actualPossessions=off+def by construction
1631128,Christian Braun,11046,11046,5523,1.4143,156.22357799999997,78.11178899999999,156.22,0.0035779999999761003,-78.10821100000001,off/def not separately stored on artifact; actualPossessions=off+def by construction
1631106,Tari Eason,5836,5836,2918,1.7842,104.12591200000001,52.06295600000001,104.12,0.005912000000009243,-52.057044,off/def not separately stored on artifact; actualPossessions=off+def by construction
1628386,Jarrett Allen,9655,9655,4827.5,1.4014,135.30517,67.652585,135.3,0.005169999999992569,-67.64741500000001,off/def not separately stored on artifact; actualPossessions=off+def by construction
1627736,Malik Beasley,9795,9795,4897.5,1.2254,120.02793,60.013965,120.02,0.007930000000001769,-60.006035,off/def not separately stored on artifact; actualPossessions=off+def by construction
1629631,De'Andre Hunter,7330,7330,3665,1.5348,112.50083999999998,56.25041999999999,112.5,0.0008399999999824104,-56.24958000000001,off/def not separately stored on artifact; actualPossessions=off+def by construction
1630700,Dyson Daniels,10870,10870,5435,0.9726,105.72162,52.86081,105.72,0.0016200000000026193,-52.85919,off/def not separately stored on artifact; actualPossessions=off+def by construction
1627783,Pascal Siakam,10334,10334,5167,1.2412,128.26560800000001,64.13280400000001,128.27,-0.004391999999995733,-64.137196,off/def not separately stored on artifact; actualPossessions=off+def by construction
1630596,Evan Mobley,9051,9051,4525.5,1.0481,94.86353100000001,47.431765500000004,94.86,0.0035310000000094988,-47.428234499999995,off/def not separately stored on artifact; actualPossessions=off+def by construction
203497,Rudy Gobert,9585,9585,4792.5,1.3637,130.710645,65.3553225,130.71,0.000644999999991569,-65.35467750000001,off/def not separately stored on artifact; actualPossessions=off+def by construction
1626157,Karl-Anthony Towns,10077,10077,5038.5,0.8352,84.163104,42.081552,84.16,0.003104000000007545,-42.078447999999995,off/def not separately stored on artifact; actualPossessions=off+def by construction
1630552,Jalen Johnson,5396,5396,2698,0.3305,17.83378,8.91689,17.83,0.003780000000002559,-8.913109999999998,off/def not separately stored on artifact; actualPossessions=off+def by construction
1628369,Jayson Tatum,10587,10587,5293.5,0.5173,54.766551,27.3832755,54.76,0.00655100000000175,-27.376724499999998,off/def not separately stored on artifact; actualPossessions=off+def by construction
1628378,Donovan Mitchell,9308,9308,4654,1.0025,93.31269999999999,46.656349999999996,93.31,0.0026999999999901547,-46.653650000000006,off/def not separately stored on artifact; actualPossessions=off+def by construction
202696,Nikola Vučević,9771,9771,4885.5,0.8572,83.75701199999999,41.878505999999994,83.76,-0.0029880000000162,-41.88149400000001,off/def not separately stored on artifact; actualPossessions=off+def by construction
1629636,Darius Garland,9684,9684,4842,0.7003,67.817052,33.908526,67.82,-0.0029479999999892925,-33.91147399999999,off/def not separately stored on artifact; actualPossessions=off+def by construction
1627734,Domantas Sabonis,10119,10119,5059.5,0.5931,60.015789,30.0078945,60.02,-0.004211000000005072,-30.012105500000004,off/def not separately stored on artifact; actualPossessions=off+def by construction
1630529,Herbert Jones,2686,2686,1343,0.4559,12.245474000000002,6.122737000000001,12.24,0.005474000000001311,-6.1172629999999995,off/def not separately stored on artifact; actualPossessions=off+def by construction
1630551,Justin Champagnie,5479,5479,2739.5,1.1111,60.877168999999995,30.438584499999997,60.88,-0.0028310000000075775,-30.441415500000005,off/def not separately stored on artifact; actualPossessions=off+def by construction
1630183,Jaden McDaniels,10534,10534,5267,0.7592,79.97412800000001,39.987064000000004,79.97,0.004128000000008569,-39.982935999999995,off/def not separately stored on artifact; actualPossessions=off+def by construction
1629660,Ty Jerome,5795,5795,2897.5,1.8019,104.420105,52.2100525,104.42,0.00010500000000490672,-52.2099475,off/def not separately stored on artifact; actualPossessions=off+def by construction
1630168,Onyeka Okongwu,8921,8921,4460.5,0.7473,66.66663299999999,33.333316499999995,66.66,0.006632999999993672,-33.3266835,off/def not separately stored on artifact; actualPossessions=off+def by construction
1628384,OG Anunoby,10928,10928,5464,1.0764,117.628992,58.814496,117.63,-0.0010079999999987876,-58.815504,off/def not separately stored on artifact; actualPossessions=off+def by construction
1629008,Michael Porter Jr.,10812,10812,5406,0.4308,46.578096,23.289048,46.57,0.00809600000000188,-23.280952,off/def not separately stored on artifact; actualPossessions=off+def by construction
1628970,Miles Bridges,8345,8345,4172.5,0.6839,57.07145499999999,28.535727499999997,57.07,0.0014549999999928787,-28.534272500000004,off/def not separately stored on artifact; actualPossessions=off+def by construction
