split,season,gameId,date,homeTeamId,awayTeamId,quarantined
TRAIN,2024-25,0022400061,2024-10-22,1610612738,1610612752,false
TRAIN,2024-25,0022400062,2024-10-22,1610612747,1610612750,false
TRAIN,2024-25,0022400063,2024-10-23,1610612765,1610612754,false
TRAIN,2024-25,0022400064,2024-10-23,1610612737,1610612751,false
TRAIN,2024-25,0022400065,2024-10-23,1610612748,1610612753,false
TRAIN,2024-25,0022400066,2024-10-23,1610612755,1610612749,false
TRAIN,2024-25,0022400067,2024-10-23,1610612761,1610612739,false
TRAIN,2024-25,0022400068,2024-10-23,1610612745,1610612766,false
TRAIN,2024-25,0022400069,2024-10-23,1610612740,1610612741,false
TRAIN,2024-25,0022400070,2024-10-23,1610612762,1610612763,false
TRAIN,2024-25,0022400071,2024-10-23,1610612746,1610612756,false
TRAIN,2024-25,0022400072,2024-10-23,1610612757,1610612744,false
TRAIN,2024-25,0022400073,2024-10-24,1610612764,1610612738,false
TRAIN,2024-25,0022400074,2024-10-24,1610612742,1610612759,false
TRAIN,2024-25,0022400075,2024-10-24,1610612743,1610612760,false
TRAIN,2024-25,0022400076,2024-10-24,1610612758,1610612750,false
TRAIN,2024-25,0022400077,2024-10-25,1610612753,1610612751,false
TRAIN,2024-25,0022400078,2024-10-25,1610612761,1610612755,false
TRAIN,2024-25,0022400079,2024-10-25,1610612737,1610612766,false
TRAIN,2024-25,0022400080,2024-10-25,1610612739,1610612765,false
TRAIN,2024-25,0022400081,2024-10-25,1610612752,1610612754,false
TRAIN,2024-25,0022400082,2024-10-25,1610612745,1610612763,false
TRAIN,2024-25,0022400083,2024-10-25,1610612749,1610612741,false
TRAIN,2024-25,0022400084,2024-10-25,1610612762,1610612744,false
TRAIN,2024-25,0022400085,2024-10-25,1610612747,1610612756,false
TRAIN,2024-25,0022400086,2024-10-25,1610612757,1610612740,false
TRAIN,2024-25,0022400087,2024-10-26,1610612743,1610612746,false
TRAIN,2024-25,0022400088,2024-10-26,1610612766,1610612748,false
TRAIN,2024-25,0022400089,2024-10-26,1610612765,1610612738,false
TRAIN,2024-25,0022400090,2024-10-26,1610612764,1610612739,false
TRAIN,2024-25,0022400091,2024-10-26,1610612741,1610612760,false
TRAIN,2024-25,0022400092,2024-10-26,1610612763,1610612753,false
TRAIN,2024-25,0022400093,2024-10-26,1610612750,1610612761,false
TRAIN,2024-25,0022400094,2024-10-26,1610612759,1610612745,false
TRAIN,2024-25,0022400095,2024-10-26,1610612756,1610612742,false
TRAIN,2024-25,0022400096,2024-10-26,1610612747,1610612758,false
TRAIN,2024-25,0022400097,2024-10-27,1610612754,1610612755,false
TRAIN,2024-25,0022400098,2024-10-27,1610612751,1610612749,false
TRAIN,2024-25,0022400099,2024-10-27,1610612757,1610612740,false
TRAIN,2024-25,0022400100,2024-10-27,1610612760,1610612737,false
TRAIN,2024-25,0022400101,2024-10-27,1610612744,1610612746,false
TRAIN,2024-25,0022400102,2024-10-28,1610612753,1610612754,false
TRAIN,2024-25,0022400103,2024-10-28,1610612737,1610612764,false
TRAIN,2024-25,0022400104,2024-10-28,1610612738,1610612749,false
TRAIN,2024-25,0022400105,2024-10-28,1610612748,1610612765,false
TRAIN,2024-25,0022400106,2024-10-28,1610612752,1610612739,false
TRAIN,2024-25,0022400107,2024-10-28,1610612761,1610612743,false
TRAIN,2024-25,0022400108,2024-10-28,1610612763,1610612741,false
TRAIN,2024-25,0022400109,2024-10-28,1610612759,1610612745,false
TRAIN,2024-25,0022400110,2024-10-28,1610612742,1610612762,false
TRAIN,2024-25,0022400111,2024-10-28,1610612756,1610612747,false
TRAIN,2024-25,0022400112,2024-10-28,1610612758,1610612757,false
TRAIN,2024-25,0022400113,2024-10-29,1610612751,1610612743,false
TRAIN,2024-25,0022400114,2024-10-29,1610612750,1610612742,false
TRAIN,2024-25,0022400115,2024-10-29,1610612762,1610612758,false
TRAIN,2024-25,0022400116,2024-10-29,1610612744,1610612740,false
TRAIN,2024-25,0022400117,2024-10-30,1610612766,1610612761,false
TRAIN,2024-25,0022400118,2024-10-30,1610612739,1610612747,false
TRAIN,2024-25,0022400119,2024-10-30,1610612754,1610612738,false
TRAIN,2024-25,0022400120,2024-10-30,1610612755,1610612765,false
TRAIN,2024-25,0022400121,2024-10-30,1610612764,1610612737,false
TRAIN,2024-25,0022400122,2024-10-30,1610612748,1610612752,false
TRAIN,2024-25,0022400123,2024-10-30,1610612741,1610612753,false
TRAIN,2024-25,0022400124,2024-10-30,1610612763,1610612751,false
