season,teamId,TeamR1WinEq,R1BaselineWinEq,UnassignedWinEq,NetPointWinEq,reconstructed,residual
2025-26,1610612737,4.775067162470128,3.542234557820697,-3.035986697042,5.281315023248246,5.281315023248824,-5.782041512247815e-13
2025-26,1610612738,9.23982787787972,9.414460582393923,-1.8234309871952663,16.830857473079007,16.830857473078375,6.323830348264892e-13
2025-26,1610612739,5.873489759516149,4.907621808383489,-1.765533396899187,9.01557817099953,9.01557817100045,-9.201528428093297e-13
2025-26,1610612740,-0.46640020928138803,-5.969088418337921,-3.4069620975245343,-9.842450725144458,-9.842450725143843,-6.146194664324867e-13
2025-26,1610612741,-0.6947547872995306,-7.80448294983248,-2.8902648635093153,-11.38950260064142,-11.389502600641327,-9.237055564881302e-14
2025-26,1610612742,-0.472525113326239,-8.214549663178225,-3.0491808307158563,-11.736255607218324,-11.73625560722032,1.9966250874858815e-12
2025-26,1610612743,7.0378310073614205,6.344186279743075,-2.125881227452693,11.256136059650302,11.256136059651803,-1.5010215292932116e-12
2025-26,1610612744,2.60002119664998,-1.669395646844982,-2.157597726922162,-1.2269721771182793,-1.2269721771171638,-1.1155520951433573e-12
2025-26,1610612745,4.967919512546112,8.775763441735542,-2.3275070454421036,11.416175908839643,11.41617590883955,9.237055564881302e-14
2025-26,1610612746,2.831392449344629,2.0624546896125064,-2.413229476521659,2.480617662434782,2.4806176624354768,-6.945555242054979e-13
2025-26,1610612747,3.438511145993257,2.62372457544259,-2.2212793408921057,3.8409563805441786,3.8409563805437417,4.369837824924616e-13
2025-26,1610612748,3.0787337768335745,5.047580882128653,-3.0317127931016716,5.094601865860682,5.094601865860556,1.2612133559741778e-13
2025-26,1610612749,-2.5244699313882615,-8.001253081487686,-3.050990860020491,-13.576713872895743,-13.576713872896438,6.945555242054979e-13
2025-26,1610612750,6.206314406690914,3.414271360187427,-2.2854260123682115,7.335159754511452,7.335159754510129,1.3233858453531866e-12
2025-26,1610612751,-5.151626190884955,-13.07869368632701,-3.615119537133334,-21.845439414345016,-21.8454394143453,2.8421709430404007e-13
2025-26,1610612752,9.509711698505729,6.29645656813516,-2.282801010142715,13.523367256499297,13.523367256498172,1.1244338793403585e-12
2025-26,1610612753,3.8653514410126992,1.2991332872338766,-3.1906599215784364,1.9738248066685364,1.9738248066681394,3.97015753605956e-13
2025-26,1610612754,-2.74856727441455,-11.43732572046096,-3.2851238749600222,-17.47101686983637,-17.47101686983553,-8.384404281969182e-13
2025-26,1610612755,1.756556432428396,1.2401923441930356,-3.3968483995950978,-0.40009962297335194,-0.4000996229736664,3.144706717250756e-13
2025-26,1610612756,3.0719621664285572,2.730208722174789,-2.6013739048161826,3.2007969837868155,3.2007969837871633,-3.4772185131259903e-13
2025-26,1610612757,2.918933395379505,-0.026265941766035437,-3.5328268503718676,-0.6401593967573631,-0.6401593967583978,1.0347278589506459e-12
2025-26,1610612758,-7.389357865727892,-11.844971376103208,-2.6377834807119007,-21.87211272254324,-21.872112722543,-2.3803181647963356e-13
2025-26,1610612759,7.408799473895023,13.448695754035615,-2.7463189613364896,18.11117626659373,18.11117626659415,-4.192202140984591e-13
2025-26,1610612760,14.385554279810684,12.493489305713672,-2.44629327594986,24.432750309572693,24.432750309574498,-1.8047785488306545e-12
2025-26,1610612761,5.466475873981489,3.435861363513013,-2.714129735507972,6.1882075019878435,6.188207501986529,1.3145040611561853e-12
2025-26,1610612762,-2.5305303735430678,-12.437092934290666,-3.4636326571384988,-18.431255964972415,-18.43125596497223,-1.8474111129762605e-13
2025-26,1610612763,-5.264258659109056,-5.5182251769133295,-2.6341901876856153,-13.416674023706403,-13.416674023708001,1.5987211554602254e-12
2025-26,1610612764,-6.526343336980094,-16.94163725360221,-2.7518813682717664,-26.219861958853667,-26.21986195885407,4.050093593832571e-13
2025-26,1610612765,11.068971929200176,9.42470866327458,-2.9693171062423125,17.524363486232815,17.524363486232442,3.730349362740526e-13
2025-26,1610612766,6.479196530931938,6.441937663421128,-2.358504147856487,10.562630046496492,10.56263004649658,-8.704148513061227e-14
