season,playerId,N,rawAbilityRateExact,validatedDRBL100,R1Points,PosteriorR1Points,R1WinEq,playerName,teams
2025-26,101108,559,-5.6466295687367065,-1.462003672498295,-31.56465928923819,-8.17260052926547,-0.8419338853937675,Chris Paul,1610612746
2025-26,1626145,2342,-1.9053272286134368,-1.131982843585152,-44.62276369412669,-26.51103819676426,-1.1902367286699378,Tyus Jones,1610612742|1610612743|1610612753
2025-26,1626156,1471,-3.908356476543279,-1.872091298272603,-57.49192376995163,-27.538462997589992,-1.5334998016246892,D'Angelo Russell,1610612742
2025-26,1626157,6698,0.5078138140235604,0.4098984003771761,34.013369263298074,27.454994857263255,0.9072490812199305,Karl-Anthony Towns,1610612752
2025-26,1626162,4183,0.46256825408685126,0.3345881042443885,19.34923006845299,13.99582040054277,0.5161079770141791,Kelly Oubre Jr.,1610612755
2025-26,1626164,6970,-0.04740146484643407,-0.038551716450367035,-3.3038820997964544,-2.6870546365905823,-0.08812546549846452,Devin Booker,1610612756
2025-26,1626166,1108,-0.35686152540579663,-0.14601276593412948,-3.9540257014962266,-1.6178214465501546,-0.10546694615970559,Cameron Payne,1610612755
2025-26,1626167,5064,0.0691627726593875,0.05255706493804596,3.502402807471383,2.6614897684626477,0.09342066951800732,Myles Turner,1610612749
2025-26,1626171,4606,0.8421674835219667,0.6250440588305154,38.79023429102178,28.789529349733538,1.0346638743257202,Bobby Portis,1610612749
2025-26,1626172,738,-1.3238665968744687,-0.4178843235643105,-9.77013548493358,-3.0839863079046115,-0.2606018349280328,Kevon Looney,1610612740
2025-26,1626181,5454,2.287554108582825,1.7686872849745858,124.76320108210727,96.46420452251392,3.3278473142599743,Norman Powell,1610612748
2025-26,1626192,698,1.0859606745412969,0.32985228495640784,7.580005508298252,2.3023689489957264,0.20218382306707078,Pat Connaughton,1610612766
2025-26,1626204,1136,-0.8562693016696739,-0.355527019991502,-9.727219266967495,-4.038786947103463,-0.2594571174195213,Larry Nance Jr.,1610612739
