foldId,foldLabel,playerId,N,rawAbilityRate,P_post,target,yhat_identity,yhat_zero_linear,yhat_affine,b_zero_fit,a_affine_fit,b_affine_fit,historyDateMax,futureDateMin,futureDateMax
1,F2,1630532,2318,3.0084,1.7798548238897398,2.127335011860731,1.7798548238897398,1.9167676929700876,1.7839842481298551,1.0769236160402875,-0.18391649714864355,1.1056523930293363,2024-11-24,2024-11-25,2024-12-12
1,F2,1629660,1435,4.7093,2.226637726523888,-2.1713766206053986,2.226637726523888,2.39791875205983,2.277970833591894,1.0769236160402875,-0.18391649714864355,1.1056523930293363,2024-11-24,2024-11-25,2024-12-12
1,F2,1631106,1751,3.8504,2.0119517755893765,-0.6908540796309444,2.0119517755893765,2.1667183814663886,2.040602798191373,1.0769236160402875,-0.18391649714864355,1.1056523930293363,2024-11-24,2024-11-25,2024-12-12
1,F2,1628991,1905,3.4327,1.8657042796005707,2.186755141007808,1.8657042796005707,2.0092209992492864,1.8789039042768012,1.0769236160402875,-0.18391649714864355,1.1056523930293363,2024-11-24,2024-11-25,2024-12-12
1,F2,202681,2321,2.6997,1.598062662586075,1.346120600800403,1.598062662586075,1.7209914212511657,1.582985309950483,1.0769236160402875,-0.18391649714864355,1.1056523930293363,2024-11-24,2024-11-25,2024-12-12
1,F2,1628369,2553,2.276,1.399139898868288,1.7218768578948394,1.399139898868288,1.5067667992354787,1.3630458802179026,1.0769236160402875,-0.18391649714864355,1.1056523930293363,2024-11-24,2024-11-25,2024-12-12
1,F2,1628983,2336,2.4812,1.4725821138211381,4.110261560209524,1.4725821138211381,1.5858584549325103,1.4442474409298962,1.0769236160402875,-0.18391649714864355,1.1056523930293363,2024-11-24,2024-11-25,2024-12-12
1,F2,1627741,1501,3.5985,1.741808610125766,2.1513499029985574,1.741808610125766,1.8757948268667473,1.7419183608360118,1.0769236160402875,-0.18391649714864355,1.1056523930293363,2024-11-24,2024-11-25,2024-12-12
1,F2,203999,1941,2.7285,1.495627929963287,4.06205775853879,1.495627929963287,1.610677038586913,1.4697281026967774,1.0769236160402875,-0.18391649714864355,1.1056523930293363,2024-11-24,2024-11-25,2024-12-12
1,F2,203076,2183,2.3848,1.3761613534232089,-0.38250696977332993,1.3761613534232089,1.4820206609834183,1.3376395964582175,1.0769236160402875,-0.18391649714864355,1.1056523930293363,2024-11-24,2024-11-25,2024-12-12
1,F2,1628415,2205,2.253,1.3056149802890933,-0.3485627118833348,1.3056149802890933,1.406047605729299,1.2596398301829421,1.0769236160402875,-0.18391649714864355,1.1056523930293363,2024-11-24,2024-11-25,2024-12-12
1,F2,201939,1706,2.8452,1.4682127041742286,1.0906593213211486,1.4682127041742286,1.5811529344955992,1.4394163926976653,1.0769236160402875,-0.18391649714864355,1.1056523930293363,2024-11-24,2024-11-25,2024-12-12
1,F2,1626181,2022,2.3837,1.3307127001656545,3.0522407750280904,1.3307127001656545,1.4330759329731315,1.287389184224042,1.0769236160402875,-0.18391649714864355,1.1056523930293363,2024-11-24,2024-11-25,2024-12-12
1,F2,1626157,2024,2.2854,1.2763933774834437,1.1178286038409193,1.2763933774834437,1.374578171569346,1.2273308951127229,1.0769236160402875,-0.18391649714864355,1.1056523930293363,2024-11-24,2024-11-25,2024-12-12
1,F2,1628378,2163,2.1381,1.2289955620515547,0.4972756459766252,1.2289955620515547,1.3235343447820258,1.174925387056092,1.0769236160402875,-0.18391649714864355,1.1056523930293363,2024-11-24,2024-11-25,2024-12-12
1,F2,1627783,2352,1.941,1.1551700404858298,-0.6790003255251216,1.1551700404858298,1.2440298971414052,1.0933000224703096,1.0769236160402875,-0.18391649714864355,1.1056523930293363,2024-11-24,2024-11-25,2024-12-12
1,F2,1628368,2697,1.6128,1.012269397253898,-0.49945585347488425,1.012269397253898,1.0901368196975902,0.9353015843154926,1.0769236160402875,-0.18391649714864355,1.1056523930293363,2024-11-24,2024-11-25,2024-12-12
1,F2,1628401,2429,1.745,1.052024075452966,1.7524826247172824,1.052024075452966,1.1329495714982483,0.9792564394004033,1.0769236160402875,-0.18391649714864355,1.1056523930293363,2024-11-24,2024-11-25,2024-12-12
1,F2,1631128,2236,1.8611,1.0848330552659018,0.43002934651344793,1.0848330552659018,1.168282336676988,1.015531766443427,1.0769236160402875,-0.18391649714864355,1.1056523930293363,2024-11-24,2024-11-25,2024-12-12
1,F2,1628384,2350,1.7387,1.0344164556962023,0.30432281481151435,1.0344164556962023,1.1139875099599321,0.9597885324807869,1.0769236160402875,-0.18391649714864355,1.1056523930293363,2024-11-24,2024-11-25,2024-12-12
1,F2,1630162,2386,1.6687,0.9988756146512795,1.113430702694162,0.9988756146512795,1.0757127389047207,0.9204927165291927,1.0769236160402875,-0.18391649714864355,1.1056523930293363,2024-11-24,2024-11-25,2024-12-12
1,F2,203952,1697,2.346,1.2075104640582346,0.39971588953314885,1.2075104640582346,1.3003965353600797,1.151170337045308,1.0769236160402875,-0.18391649714864355,1.1056523930293363,2024-11-24,2024-11-25,2024-12-12
1,F2,1628386,2270,1.6327,0.9576819121447028,0.2663212449377304,0.9576819121447028,1.0313502678432502,0.8749468007750576,1.0769236160402875,-0.18391649714864355,1.1056523930293363,2024-11-24,2024-11-25,2024-12-12
1,F2,1630202,1885,1.9609,1.0606302725968437,4.127644709151773,1.0606302725968437,1.1422177884467888,0.9887719018674139,1.0769236160402875,-0.18391649714864355,1.1056523930293363,2024-11-24,2024-11-25,2024-12-12
1,F2,1629661,2269,1.619,0.9494729904368054,0.8206076156553549,0.9494729904368054,1.0225098861937898,0.8658705868445304,1.0769236160402875,-0.18391649714864355,1.1056523930293363,2024-11-24,2024-11-25,2024-12-12
1,F2,1631114,2264,1.6044,0.9400521739130435,2.060801438964894,0.9400521739130435,1.012364386396968,0.8554544385107428,1.0769236160402875,-0.18391649714864355,1.1056523930293363,2024-11-24,2024-11-25,2024-12-12
1,F2,1627832,2353,1.5137,0.9010210220086011,-0.8165652356144466,0.9010210220086011,0.9703308171498182,0.8122995520049046,1.0769236160402875,-0.18391649714864355,1.1056523930293363,2024-11-24,2024-11-25,2024-12-12
1,F2,203507,2333,1.4948,0.8866942283244343,1.0151724525604868,0.8866942283244343,0.9549019546892021,0.796459098283568,1.0769236160402875,-0.18391649714864355,1.1056523930293363,2024-11-24,2024-11-25,2024-12-12
1,F2,201942,2136,1.5861,0.906828051391863,2.1540902206342087,0.906828051391863,0.9765845442316927,0.8187201079388997,1.0769236160402875,-0.18391649714864355,1.1056523930293363,2024-11-24,2024-11-25,2024-12-12
1,F2,1630596,2122,1.5757,0.8983437399247718,2.750004089422476,0.8983437399247718,0.9674475888469408,0.8093394086621041,1.0769236160402875,-0.18391649714864355,1.1056523930293363,2024-11-24,2024-11-25,2024-12-12
