playerId,playerName,historicalN,futureN,rawPrediction,EB200Prediction,EB1600Prediction,futureTarget,signedError_research,absoluteError_research
1628983,Shai Gilgeous-Alexander,6679,2556,4.3073,4.182069588602994,3.4748709626766514,3.9975414835585386,-0.5226705208818871,0.5226705208818871
1630178,Tyrese Maxey,8917,2034,2.1143,2.0679185148623453,1.7926417324332036,0.5509029416189325,1.2417387908142712,1.2417387908142712
202695,Kawhi Leonard,5897,2643,3.1027,3.000922076431032,2.440525796985461,4.05440122425303,-1.613875427267569,1.613875427267569
1628378,Donovan Mitchell,7657,2243,2.2115,2.155206249204531,1.8292595333261317,1.4230132051143527,0.406246328211779,0.406246328211779
203999,Nikola Jokić,6159,3599,2.6646,2.580794370183991,2.115127129784766,0.890041413821712,1.2250857159630537,1.2250857159630537
1630162,Anthony Edwards,7130,1808,2.2186,2.1580652114597543,1.8119837342497136,1.2806367781339483,0.5313469561157653,0.5313469561157653
1626181,Norman Powell,6349,1215,2.4078,2.334268163078333,1.9231503585356649,-0.7855801245183415,2.708730483054006,2.708730483054006
201142,Kevin Durant,7822,3695,1.8828,1.8358590875093492,1.5630717045213331,2.06371622648549,-0.5006445219641567,0.5006445219641567
1631105,Jalen Duren,5244,2902,2.7219,2.6219036737692876,2.085570368205728,3.057963321841331,-0.9723929536356031,0.9723929536356031
1642851,Kon Knueppel,7456,2920,1.7881,1.7413889237199582,1.4721812720848055,1.2872235747707348,0.18495769731407075,0.18495769731407075
1641705,Victor Wembanyama,5206,2578,2.5357,2.441889419163892,1.9395906846899793,4.2982916081176175,-2.358700923427638,2.358700923427638
1629640,Keldon Johnson,5687,2341,2.2273,2.1516315780533377,1.7382537532592288,1.1564273714654867,0.5818263817937421,0.5818263817937421
1631096,Chet Holmgren,6374,2005,1.69,1.6385853361728018,1.3508979182342613,3.3677522784587164,-2.016854360224455,2.016854360224455
203507,Giannis Antetokounmpo,3593,639,2.8526,2.702186079620353,1.9736937800885808,0.8991786635618343,1.0745151165267464,1.0745151165267464
201939,Stephen Curry,5352,393,1.9092,1.8404247838616716,1.4697983889528194,2.2251334326592325,-0.755335043706413,0.755335043706413
1630202,Payton Pritchard,7209,2821,1.3629,1.3261096099338643,1.1153531728913613,1.2595967205373875,-0.1442435476460262,0.1442435476460262
1628973,Jalen Brunson,7329,2939,1.3197,1.2846435516004782,1.0832211109866727,0.8203090869703845,0.2629120240162882,0.2629120240162882
1630198,Isaiah Joe,4445,1737,2.1649,2.071685791173304,1.5918909015715466,3.3317594449977896,-1.739868543426243,1.739868543426243
1627750,Jamal Murray,7770,3200,1.1872,1.1574082810539523,0.9844764140875133,1.284208008146461,-0.2997315940589478,0.2997315940589478
1628969,Mikal Bridges,7907,2825,1.1477,1.1193861971136054,0.9545454822762175,0.2068304393512476,0.7477150429249699,0.7477150429249699
1630217,Desmond Bane,7565,3667,1.18,1.149607211848036,0.9739989088925258,1.5754942467860873,-0.6014953378935615,0.6014953378935615
1631109,Mark Williams,5322,613,1.5908,1.5331831944947483,1.223091245304825,0.2888534912017958,0.9342377541030292,0.9342377541030292
1642263,Reed Sheppard,5483,3170,1.4998,1.4470180186521204,1.1610057037978259,0.9141188538262609,0.24688684997156496,0.24688684997156496
1630241,Sam Merrill,3543,2093,2.3208,2.19679251936949,1.598793389072526,0.36352094871587387,1.2352724403566522,1.2352724403566522
1629029,Luka Dončić,6546,2955,1.2403,1.2035285798991995,0.9966859562975693,2.942785251618151,-1.9460992953205816,1.9460992953205816
1630577,Julian Champagnie,6615,2825,1.2108,1.1752666177549524,0.9749777236762022,1.3680704401787405,-0.3930927165025383,0.3930927165025383
203501,Tim Hardaway Jr.,6362,2392,1.2318,1.194256568119476,0.9842642049736248,1.0562375779568847,-0.0719733729832599,0.0719733729832599
1629674,Neemias Queta,5251,2285,1.4881,1.4335008438818564,1.140565333527952,2.4131253669823023,-1.2725600334543503,1.2725600334543503
1630541,Moses Moody,5870,598,1.2969,1.2541685337726522,1.0191168674698794,2.3872031056703844,-1.368086238200505,1.368086238200505
1630530,Trey Murphy III,7750,1998,0.9721,0.9476446540880503,0.8057513368983956,1.1613029912024124,-0.3555516543040168,0.3555516543040168
1642349,Ajay Mitchell,4765,1470,1.5451,1.4828603222557903,1.1567009426551453,0.7950289997606157,0.36167194289452964,0.36167194289452964
1641717,Cason Wallace,6144,2264,1.1835,1.1461891551071879,0.9389752066115703,1.1026392302951336,-0.16366402368356325,0.16366402368356325
1629008,Michael Porter Jr.,5966,864,1.2164,1.1769449237755432,0.9591650013217022,-0.9240578964205982,1.8832228977423005,1.8832228977423005
1628386,Jarrett Allen,5355,1093,1.3381,1.2899235823582358,1.0302696621135874,2.334103101239529,-1.3038334391259416,1.3038334391259416
1630540,Miles McBride,4000,395,1.7699,1.6856190476190476,1.2642142857142857,-1.065399566463655,2.329613852177941,2.329613852177941
1628379,Luke Kennard,4532,2446,1.5407,1.4755816568047337,1.1386908675799086,0.5372433423033398,0.6014475252765688,0.6014475252765688
1629627,Zion Williamson,5317,2472,1.3032,1.2559569331158238,1.0017513951134884,2.1070714093408753,-1.105320014227387,1.105320014227387
1630245,Ayo Dosunmu,5817,2302,1.1759,1.1368140767824497,0.9222340973439396,1.855728502511509,-0.9334944051675693,0.9334944051675693
1630572,Sandro Mamukelashvili,5258,1941,1.2887,1.2414775742030046,0.9880409157188684,2.1749862189845564,-1.1869453032656878,1.1869453032656878
203497,Rudy Gobert,7138,2765,0.9289,0.9035824747887707,0.7588107347219043,0.10664538662253054,0.6521653480993738,0.6521653480993738
1642276,Kel'el Ware,5243,2202,1.2589,1.2126424214587543,0.9645495689025281,0.8758009052173253,0.08874866368520273,0.08874866368520273
1630230,Naji Marshall,7026,2267,0.9294,0.9036762247439801,0.7570095525156503,-1.2688955400694288,2.025905092585079,2.025905092585079
1628436,Luke Kornet,4270,1591,1.4944,1.4275364653243847,1.0870678023850084,-0.10458847789450842,1.191656280279517,1.191656280279517
1629675,Naz Reid,6473,2193,0.9833,0.9538289974524201,0.7884182955530782,-1.368061437776209,2.156479733329287,2.156479733329287
1630595,Cade Cunningham,7049,1737,0.8854,0.8609718030073112,0.7216076540640537,-0.18671974016789997,0.9083273942319536,0.9083273942319536
1631221,Collin Gillespie,6673,2562,0.9297,0.9026463116542993,0.7498958177202949,-0.578575581223571,1.328471398943866,1.328471398943866
1629750,Javonte Green,4417,1970,1.3968,1.3362931773879143,1.0253723782615922,2.9976397627182245,-1.9722673844566323,1.9722673844566323
1630573,Sam Hauser,5280,2618,1.1683,1.1256613138686131,0.8966023255813953,1.3535784221443852,-0.4569760965629899,0.4569760965629899
203932,Aaron Gordon,2646,1530,2.3277,2.164123049894589,1.450563871879416,-0.2956290774670286,1.7461929493464448,1.7461929493464448
1642281,Jaylon Tyson,6193,1320,0.9526,0.9227986547786642,0.7570193506993456,-0.6655647701781333,1.4225841208774788,1.4225841208774788
1630568,Luka Garza,3054,1535,1.8726,1.7575047326367548,1.228818306832832,1.0594326671045706,0.16938563972826137,0.16938563972826137
1630532,Franz Wagner,3583,591,1.5903,1.5062238699444885,1.0993719660428323,1.7482079456061854,-0.6488359795633531,0.6488359795633531
1631095,Jabari Smith Jr.,7872,3133,0.6913,0.6741716551040635,0.5745263513513513,0.5067903593852898,0.0677359919660615,0.0677359919660615
1630193,Immanuel Quickley,7389,1764,0.7296,0.7103721702464093,0.5997346089665146,0.03670407048163101,0.5630305384848836,0.5630305384848836
1629013,Landry Shamet,3101,1753,1.7333,1.6282833383823085,1.1433659434162944,0.3926130214529619,0.7507529219633324,0.7507529219633324
1629130,Duncan Robinson,6269,2429,0.8256,0.8000751893646623,0.6577311475409836,1.7168700225877336,-1.05913887504675,1.05913887504675
