season,playerId,teamId,teamN,observedRealizedR1Points,rateAllocatedR1PointsDiagnostic,R1WinEq
2024-25,101108,1610612759,9301,-60.335435348399386,-60.335435348399386,-1.6093456623218432
2024-25,1626143,1610612754,15,1.0999980959655136,1.0999980959655136,0.029340588231147133
2024-25,1626145,1610612756,8820,3.6417449717673662,3.6417449717673662,0.09713738601128157
2024-25,1626153,1610612749,1665,-10.338845002670313,-9.348634002496953,-0.27577119916988774
2024-25,1626153,1610612752,906,-4.09679344803219,-5.0870044482055485,-0.10927503426382519
2024-25,1626156,1610612747,3198,-31.739193872077205,-43.50341804749042,-0.8465893001130809
2024-25,1626156,1610612751,2948,-51.86681216915986,-40.102587993746646,-1.3834594662473683
2024-25,1626157,1610612752,10077,84.15835586316994,84.15835586316994,2.2447817633940987
2024-25,1626158,1610612764,2259,30.06385788240536,30.063857882405365,0.8019025469249881
2024-25,1626162,1610612755,8388,16.378740058764357,16.378740058764357,0.4368751814860104
2024-25,1626164,1610612756,11430,-19.744569957290302,-19.744569957290302,-0.5266529997121882
2024-25,1626166,1610612752,4428,13.504860938950669,13.504860938950669,0.3602193179987807
2024-25,1626167,1610612754,8645,37.972229244720616,37.972229244720616,1.0128449736180272
2024-25,1626168,1610612758,5483,-31.22144093533523,-31.22144093533523,-0.8327791164608269
2024-25,1626171,1610612749,5132,-40.52263969793164,-40.52263969793164,-1.0808728576684956
2024-25,1626172,1610612744,4598,30.297246747954443,30.297246747954443,0.8081278000658124
2024-25,1626179,1610612748,6584,-112.46672214196349,-112.46672214196349,-2.999859541736555
2024-25,1626181,1610612746,8057,170.71641432023654,170.71641432023654,4.553571533659279
2024-25,1626192,1610612749,2454,-17.644308055784716,-17.644308055784716,-0.4706320667163428
2024-25,1626196,1610612748,578,-14.8242826266261,-14.8242826266261,-0.39541265931756764
2024-25,1626204,1610612737,1998,16.913999344028074,16.913999344028074,0.4511523173678103
2024-25,1626220,1610612756,7432,14.489402509149112,14.489402509149112,0.3864802987346467
2024-25,1627732,1610612746,1180,-24.914158935063373,-28.888059253792154,-0.6645430397744683
2024-25,1627732,1610612751,3300,-84.76254060475769,-80.7886402860289,-2.2608973692151326
2024-25,1627734,1610612758,10119,60.020192688572244,60.020192688572244,1.600937097699046
2024-25,1627736,1610612765,9795,120.02385779853634,120.02385779853634,3.2014333502001064
2024-25,1627739,1610612746,7311,18.17225416483897,18.17225416483897,0.4847141359951998
2024-25,1627741,1610612744,7528,33.74036475267799,33.74036475267799,0.8999671477686558
2024-25,1627742,1610612740,2446,-15.421593794507212,-15.421593794507212,-0.41134492418870133
2024-25,1627746,1610612758,42,-0.563035562499829,-0.563035562499829,-0.01501802108511805
2024-25,1627747,1610612737,2951,17.645972554588553,7.497781489863778,0.4706764644059331
2024-25,1627747,1610612739,3828,-0.42216343232947046,9.726027632395304,-0.011260495340543821
2024-25,1627749,1610612740,4195,-77.66011377180529,-77.66011377180529,-2.071452149344461
2024-25,1627750,1610612743,10017,47.31080796653753,47.31080796653753,1.2619357619984215
2024-25,1627751,1610612761,7060,73.8620317670233,73.8620317670233,1.9701447374687844
2024-25,1627752,1610612749,8916,-10.092798776785676,-10.092798776785676,-0.2692083323558571
2024-25,1627759,1610612738,8799,-17.85707749733454,-17.85707749733454,-0.4763073316059651
2024-25,1627763,1610612764,2359,2.3524998901151277,2.352499890115128,0.06274895460532763
2024-25,1627777,1610612737,2745,-15.405692397470224,-7.936575362065027,-0.4109207813247514
2024-25,1627777,1610612739,4422,-5.316142072446009,-12.785259107851202,-0.1417990959238948
2024-25,1627780,1610612744,3791,53.32392011243242,53.32392011243242,1.4223253554963566
2024-25,1627783,1610612754,10334,128.26846584916083,128.26846584916083,3.421344321707968
2024-25,1627814,1610612756,604,2.449731534122542,2.449731534122542,0.06534244421255735
2024-25,1627824,1610612755,7585,-22.508386006592936,-22.508386006592936,-0.6003731169984337
2024-25,1627826,1610612746,10739,138.89645075974073,138.8964507597407,3.704827838753934
2024-25,1627827,1610612747,4942,5.188027687682278,14.380867666559473,0.13838186145446604
2024-25,1627827,1610612751,2317,15.935144791385957,6.742304812508761,0.42504302820395296
2024-25,1627832,1610612745,8397,36.68088708410638,36.68088708410638,0.9784006061786039
2024-25,1627884,1610612746,7733,68.21650750590577,68.21650750590577,1.8195599289114488
2024-25,1627936,1610612760,4268,63.942892211011944,63.94289221101194,1.7055684710301042
2024-25,1628365,1610612758,766,-12.292440915807244,-12.292440915807244,-0.32788006505577894
2024-25,1628366,1610612741,3363,12.775169088073913,12.775169088073913,0.34075602237061287
2024-25,1628368,1610612758,6905,47.962261220342846,2.3492874393337537,1.279312175413906
2024-25,1628368,1610612759,2430,-44.786215131105976,0.8267586499031166,-1.1945965192239287
2024-25,1628369,1610612738,10587,54.763244620990676,54.76324462099068,1.4607169017103876
2024-25,1628370,1610612758,8545,-63.185599354255444,-63.185599354255444,-1.685368965265525
2024-25,1628371,1610612753,4369,11.300282074489465,11.300282074489465,0.3014159064997175
2024-25,1628374,1610612762,6152,34.23759932054056,34.23759932054056,0.9132300386440646
2024-25,1628378,1610612739,9308,93.31412516785728,93.3141251678573,2.488996419849858
2024-25,1628379,1610612763,6333,18.437046978507286,18.43704697850729,0.4917770363228495
2024-25,1628380,1610612741,2303,3.7886249240887815,0.832233769773621,0.10105516024769104
2024-25,1628380,1610612759,1736,-2.3290538445769906,0.6273373097381701,-0.06212357100665932
2024-25,1628381,1610612762,5113,67.94100762031005,67.94100762031005,1.8122114355543788
2024-25,1628384,1610612752,10928,117.63242796433023,117.63242796433023,3.1376460051979005
2024-25,1628386,1610612739,9655,135.30294743988773,135.30294743988773,3.6089772171921557
2024-25,1628389,1610612748,10589,-49.30905994213981,-49.30905994213981,-1.31523575280137
2024-25,1628392,1610612760,6484,-22.785721187090996,-22.785721187090996,-0.6077705637420684
2024-25,1628396,1610612754,486,11.911577608811548,11.911577608811548,0.3177211806868881
2024-25,1628398,1610612749,4447,-70.4382320956911,-72.69041542354864,-1.8788206736263646
2024-25,1628398,1610612764,3811,-64.54657801621913,-62.29439468836157,-1.721670768567288
2024-25,1628401,1610612738,10451,52.13176480553217,52.13176480553218,1.3905266295752587
2024-25,1628404,1610612752,11694,6.840491919875354,6.840491919875353,0.18245854920629265
2024-25,1628408,1610612750,149,0.5327079499218266,0.5327079499218266,0.014209083327908672
2024-25,1628415,1610612745,9518,77.00329844697019,77.00329844697019,2.0539327117558184
2024-25,1628418,1610612748,406,4.110616256420537,0.30649455130953823,0.10964373429213255
2024-25,1628418,1610612754,3489,-1.170231336837651,2.6338903682733474,-0.031213941110689716
2024-25,1628420,1610612756,2343,17.805995909104617,17.805995909104617,0.47494481665985366
2024-25,1628427,1610612743,560,-7.2357428504481724,-7.2357428504481724,-0.19300119909309604
