season,teamId,TeamPlayerAttributedR1Points,ApproachBPlayerStableSum_m16l11,ApproachBAccounting_m16l11,realizedVsStableResidual,R1BaselineNetPoints,UnassignedResidual,ActualNetPoints,reconstructed,decompositionResidual,TeamR1WinEq,teamExposureN,playerStintRows
2024-25,1610612737,114.14485685138402,114.14485685138416,114.14485685138521,1.4210854715202004e-13,-86.62256569857709,-112.52229115281048,-85,-85.00000000000355,3.552713678800501e-12,3.044620946039065,83894,21
2024-25,1610612738,360.3086689934876,360.30866899348615,360.3086689934872,1.4210854715202004e-12,488.1985306480765,-101.50719964158128,747,746.9999999999827,1.7280399333685637e-11,9.610624174554976,79533,18
2024-25,1610612739,474.8756953748581,474.8756953748596,474.8756953748551,1.5347723092418164e-12,434.1917001036454,-127.06739547847252,782,782.0000000000309,-3.092281986027956e-11,12.666505778579271,82354,21
2024-25,1610612740,-196.81780896787228,-196.81780896787154,-196.81780896787348,7.389644451905042e-13,-466.8409342849918,-109.3412567471632,-773,-773.0000000000273,2.7284841053187847e-11,-5.249782077499128,81672,25
2024-25,1610612741,128.31561897052057,128.3156189705212,128.31561897052148,6.252776074688882e-13,-150.93903767476695,-105.37658129574359,-128,-127.99999999998997,-1.0032863428932615e-11,3.4226020514465048,84695,22
2024-25,1610612742,10.56528972571565,10.565289725716225,10.565289725716866,5.755396159656812e-13,-2.175958644305865,-106.38933108137353,-98,-97.99999999996375,-3.625189037848031e-11,0.28181122905753736,81893,24
2024-25,1610612743,221.63047276537583,221.63047276537614,221.63047276537122,3.126388037344441e-13,208.6429515489108,-111.27342431423524,319,319.0000000000514,-5.1386450650170445e-11,5.911617906188841,82708,17
2024-25,1610612744,268.2988467104473,268.29884671044584,268.2988467104465,1.4779288903810084e-12,110.08012761469035,-108.37897432512145,270,270.00000000001626,-1.6257217794191092e-11,7.156417827535675,81334,23
2024-25,1610612745,264.3753775714811,264.3753775714804,264.375377571482,7.389644451905042e-13,224.89624054806518,-104.27161811956815,385,384.9999999999782,2.1827872842550278e-11,7.051765925985811,80468,18
2024-25,1610612746,314.86211987952817,314.8621198795282,314.8621198795287,5.684341886080802e-14,166.57279746290624,-99.43491734243656,382,381.99999999999784,2.1600499167107046e-12,8.398414363492638,80655,23
2024-25,1610612747,44.26550812489187,44.26550812489206,44.265508124893586,1.8474111129762605e-13,177.29193506643787,-121.55744319133936,100,99.9999999999904,9.606537787476555e-12,1.1807075407662058,80493,24
2024-25,1610612748,58.633465826268,58.63346582626802,58.63346582626622,2.1316282072803006e-14,92.38393180476851,-125.0173976310228,26,26.000000000013713,-1.3713474800169934e-11,1.5639485047140496,79189,21
2024-25,1610612749,154.2514147559799,154.25141475598065,154.2514147559799,7.389644451905042e-13,113.45478792720496,-72.70620268320619,195,194.99999999997868,2.1316282072803006e-11,4.114395525798247,80873,23
2024-25,1610612750,370.6994088276849,370.69940882768435,370.6994088276856,5.684341886080801e-13,148.24343803680677,-108.94284686448684,410,410.00000000000483,-4.831690603168681e-12,9.88777958056008,80751,20
2024-25,1610612751,-175.76019403404356,-175.76019403404285,-175.76019403404453,7.105427357601002e-13,-276.5339092633076,-130.7058967026372,-583,-582.9999999999884,-1.1596057447604835e-11,-4.688105824449601,79644,24
2024-25,1610612752,168.86052048015551,168.8605204801558,168.8605204801571,2.8421709430404007e-13,267.5064829056719,-100.36700338582591,336,336.0000000000015,-1.4779288903810084e-12,4.504068705279614,80347,21
2024-25,1610612753,120.48547461408151,120.48547461408178,120.48547461408118,2.7000623958883807e-13,-13.536632569599533,-116.94884204453764,-10,-10.000000000055664,5.566391791944625e-11,3.2137461977906256,79135,17
2024-25,1610612754,270.74915605936377,270.7491560593644,270.74915605936224,6.252776074688882e-13,1.9135514853187487,-97.66270754470253,175,174.99999999998,2.000888343900442e-11,7.2217756839803116,80921,22
2024-25,1610612755,-127.05666059133318,-127.05666059133328,-127.05666059133188,9.947598300641403e-14,-267.5969542460225,-116.34638516263506,-511,-510.99999999999073,-9.265477274311706e-12,-3.3890214665897034,80387,30
2024-25,1610612756,-19.6352043955823,-19.635204395582413,-19.63520439558198,1.1368683772161603e-13,-137.81791824314678,-88.54687736123748,-246,-245.99999999996655,-3.3452351999585517e-11,-0.5237358583784787,80735,20
2024-25,1610612757,6.566973817167221,6.5669738171662875,6.566973817166314,9.334755191048316e-13,-140.82226486827312,-108.74470894888016,-243,-242.99999999998607,-1.3926637620897964e-11,0.17516291655496527,81746,19
2024-25,1610612758,222.5251362290673,222.52513622906778,222.5251362290689,4.831690603168681e-13,-63.50100722066418,-120.02412900839526,39,39.00000000000786,-7.858602657506708e-12,5.935481540489574,81618,25
2024-25,1610612759,31.666345298753683,31.66634529875349,31.66634529875614,1.9184653865522705e-13,-149.73742817178572,-99.92891712696657,-218,-217.9999999999986,-1.3926637620897964e-12,0.8446461876650216,80042,21
2024-25,1610612760,545.545546250445,545.5455462504464,545.5455462504456,1.3642420526593924e-12,610.2470920141332,-115.7926382645515,1040,1040.0000000000268,-2.6830093702301383e-11,14.551504491306293,81537,19
2024-25,1610612761,-47.73800305256379,-47.738003052564316,-47.738003052565546,5.258016244624741e-13,-164.01553801511,-140.24645893232642,-352,-352.0000000000002,2.2737367544323206e-13,-1.2733304681887665,82656,23
2024-25,1610612762,-261.50010018813396,-261.5001001881352,-261.500100188135,1.2505552149377763e-12,-344.4057902577606,-160.09410955413776,-766,-766.0000000000323,3.228706191293895e-11,-6.975072766184411,82929,20
2024-25,1610612763,293.21469549909546,293.21469549909455,293.2146954990958,9.094947017729282e-13,212.0961345173473,-107.31083001644282,398,397.99999999999994,5.684341886080802e-14,7.82100594129562,85159,21
2024-25,1610612764,-301.84386915645234,-301.8438691564511,-301.84386915645115,1.2505552149377763e-12,-605.5965823163588,-92.55954852718148,-1000,-999.9999999999926,-7.389644451905042e-12,-8.051174549754291,82278,24
