relative_path,description,bytes,sha256
"00_PROJECT_FREEZE.json","workbook artifact",9225,55554bfe6b4b499edd833de158dee4ec473a7c1498675b3211809d154d340f5c
"01_MASTER_PROJECT_WORKBOOK.md","workbook artifact",4589,85225bc66cc42b65509429a5d1c4f92b6e43c8a49e13b2de40252701e3f3ec8f
"02_CANONICAL_METRIC_CONTRACT.md","workbook artifact",6928,ade865a93655f31c29242dc36116a64d6313020691164669da4d71a39ae29b4f
"03_APPROACH_B_AND_ATTRIBUTION.md","workbook artifact",4167,5a82c02e1f2112e081dd0ed68af62cbbe4130e6fec4f230c4e7cd76ddce39dd5
"04_UIR_AND_OFFBALL_RESEARCH.md","workbook artifact",2594,ef3d8bb27773e5f9fcc3540a484132e50faaa1d2a44d1c3b53b3e31f52548baa
"06_VALIDATION_EVIDENCE.md","workbook artifact",3528,061f50433c0da2920e4ddd5070cf92016a9726b26bb97febb5e9af3220cc3aaa
"07_HISTORICAL_DATA_COVERAGE.md","workbook artifact",2184,57d80cca0930099957daa9f56e7136fea923c12ac0830e24dab6f25c6844fe86
"08_SEASON_REGISTRY.csv","workbook artifact",3013,d1e4d374bb2461b0163ef140f20935cb578709fe76ce00a905a7210cf3ad3eb3
"12_ROUTE_MANIFEST.csv","workbook artifact",2140,c3441459159cdbe35652a41a170bd23de9efd503dd6214c95f801f7e44492cfa
"15_SCREENSHOT_INDEX.md","workbook artifact",1709,aa9692706d4a8a037158ea89c73889d58814aeaf2c86149d74f13c2e34938bf9
"19_CRITICAL_SOURCE_MANIFEST.csv","workbook artifact",2218,bfd146a6d36bccc3eeb8431b013fa5c817d2af67ce0f7df0d3379a3fc6d17af3
"24_PRODUCTION_INVARIANTS.md","workbook artifact",1691,0df304467bdb6db386a5e215b4d0e53d29a8c750793673f98bf83e25be72be09
"32_EXAMPLE_DATA_RECORD.json","workbook artifact",584,01eb05187fed81f2222f31992a3677ffdd3e7be3cf876f42eebdba1e89ce5187
"33_EXAMPLE_HISTORICAL_RECORD.json","workbook artifact",581,f8986225c086c5607de0bd7095a79a62ea58236c7a67b53d0c46ce911a47b6c7
"34_EXAMPLE_STINT_RECORD.json","workbook artifact",1117,0adf0f72b09237d3947cc8348fdc8c73e251f15d8b1b4ce1df6ac0521861e913
"35_PROJECT_CONTEXT.json","workbook artifact",5788,c7d26e6e09974c643028277b9985dbe5964429dd185c6dc30c515328f3f1392b
"36_REVIEWER_QUICKSTART.md","workbook artifact",1861,769b1fe50a0d1f15369c72fa4607869d2052c727ce20d4ffaaed5045b24b939e
"37_CRITICAL_FACTS_CHEATSHEET.md","workbook artifact",2023,eadee42274768e1caa27c00e9d67b994b005726ed0e8a44efa8cb2e4343befd9
"38_WORKBOOK_MANIFEST.csv","workbook artifact",13743,3fc44d6c7ef70d0b231306100d9fb14c953e70ac68c343ca0fc77f36202c3c37
"critical_source_snapshot/src/app/learn/drbl/page.tsx","workbook artifact",9870,0e194c4c4fb820c2b56461d73706c2251594eb06b99f8a55134cf6d3f948be76
"critical_source_snapshot/src/components/compare/player-compare-view.tsx","workbook artifact",8161,93dc30756626ad9f814c3a11eec1559fbab82991848e8206c0a7163f54a011c2
"critical_source_snapshot/src/components/players/player-core-island.tsx","workbook artifact",33393,ffdb680e0057e3c67af11017ca6f1baadef61242d60b2fca9697e8bd37fe903c
"critical_source_snapshot/src/data/identity/player-identity.ts","workbook artifact",5970,6af65d8976ed0ee6065d9ec22486b9eda253d57810a5698c6b1db66476b6f9d3
"critical_source_snapshot/src/data/providers/impact/player-id-aliases.ts","workbook artifact",3131,5cb0782e12b72b7b7d4f503180e08cb25173c4e27653f45c44433c3234b6a1ac
"critical_source_snapshot/src/data/queries/home.ts","workbook artifact",11668,5a8565fc3f7b6656a3b5c0163fbe54635d0becfd173021a7babda3970e48c6f7
"critical_source_snapshot/src/data/queries/players.ts","workbook artifact",25505,a6b37b91b38d67ef517b7ea1dbe43c084f245a8edfe2a52bb5f445edb4b229aa
"critical_source_snapshot/src/lib/game-team-identity.ts","workbook artifact",9260,ec1150b5aae232bb02db7adab6cab7eb1faadc9cf7985ce73b1aa7c1327712ff
"critical_source_snapshot/src/lib/historical-team-brand.ts","workbook artifact",7396,3b034fc10838f0cc10c575447d5bf390442338718a7670a64a562c3376c0afa8
"critical_source_snapshot/src/lib/nba-brand.ts","workbook artifact",10264,30269c1784469ca9e7b61efb0731fbb7468dfc5397337e2d073025b958aaf4fe
"critical_source_snapshot/src/lib/team-identity.ts","workbook artifact",4867,3527ac2344e3e68b67069c07d1c085ef9cd20a0f46e38eaf1d20208ba3d4ac1a
"critical_source_snapshot/src/query-engine/drbl-vocabulary.ts","workbook artifact",4732,f71512613f2c26633d9c7eea31e14eb18c9c0dfb8e5a6d49ba89e7b3765539a3
"critical_source_snapshot/src/query-engine/metrics.ts","workbook artifact",7270,07e01f53a876f0f17c069df6754b260c619e832c94d982f74d2a0572209465fd
"PLAYER_DRBL_PRODUCT_SURFACE.md","workbook artifact",1595,5ac059caa57f878290d8c03dcb4a7f18b1d655fce75dda3dcca9a61433009276
"PLAYER_IDENTITY_AND_DRBL_JOIN.md","workbook artifact",2017,87ec6930340ebc9061f4ce42a69cd7cd85d84743ecf84c7331ba00d59c3252a9
"PROJECT_CONTEXT.json","workbook artifact",5788,c7d26e6e09974c643028277b9985dbe5964429dd185c6dc30c515328f3f1392b
"PUBLIC_METRIC_COVERAGE.md","workbook artifact",1550,fabfc5654a0bae8d9e94447d8913d84939e8a12c1be8477486d1a56ab23623b3
"README.md","workbook artifact",2079,7a9d24e69e3dfdfde929699231c1dc4176fea387edcfd61dae1d8ef431a011c3
"screenshots/_index.json","workbook artifact",3704,e2b24ed8782c1ace86c0112fb22f80e66d0f8cf695e87b8f1a1d3a57ff19bfba
"screenshots/ask-desktop.png","workbook artifact",81331,f0bfe77d55a3ee87a28ceed83b0dbe391da72f4b5b9eace06ecdd236c01ac974
"screenshots/ask-drbl100-desktop.png","workbook artifact",89330,fa3ba3f3ba45f941ea1c91baf8d32503ad73ec452b63f5ef74e298bde535b5d0
"screenshots/ask-mobile.png","workbook artifact",146062,4ce83daf5d351609e3e3b42bb6db0b617dcb90cff9a46d28c5d40da11f4e59c4
"screenshots/compare-desktop.png","workbook artifact",45368,9a39cc3131c2e36b77e1050a0286830dbaa4000a2c5ebf543b42f478de2b9aaf
"screenshots/compare-mobile.png","workbook artifact",88189,3f3f60befc35c2f36fc23219154e8b26b33a07b3249920856b65d011d0ca492a
"screenshots/compare-populated-desktop.png","workbook artifact",89625,29c40e9488606e2c33bd3ff5e379515691f6e1cb5eadb87fd2c2a86f5f9f876a
"screenshots/explore-players-2019-20-unsupported.png","workbook artifact",156913,f01ecc9926cfa7e8f98045bb31198df1b627b4f3aa4ae8035cf9a04db506c915
"screenshots/explore-players-2025-26-desktop.png","workbook artifact",158119,bedfc9fbd8260d0882c120e4c9d3e855b22aea2ccc9a41977daaef321cf14025
"screenshots/explore-players-mobile.png","workbook artifact",127069,8f29364f023dd015032235b0e72cdb26a0e0f2a6f9db9591fba0125b9a453409
"screenshots/explore-teams-desktop.png","workbook artifact",221985,f32ee85943d57bb9574bc0f81d6261ea5b50b629330e48a76db69ef5801f064a
"screenshots/explore-teams-mobile.png","workbook artifact",255495,e98d7ee7a67fcda1d9ff20812dfdd50210eb3b972605d58084b0a53a8625d583
"screenshots/history-2023-24.png","workbook artifact",282772,47f435ffaeb578efb938cff18e0f52f8094ae74626431c1d78828437dcdc7886
"screenshots/history-unsupported-2007-08.png","workbook artifact",394706,8f08a458e0e3020ed51264aa29cf978002dc29d7b2598e5b7b2f2fd1520a9bba
"screenshots/home-desktop.png","workbook artifact",196210,cd800651f90f18bb155049104fc9c1b7d38680da6a3eb961c2eaf412d2411b8c
"screenshots/home-mobile.png","workbook artifact",247706,c7ce5f096eb591ddceaa9a1559d6813e60ca10f7da7729819974e90e3dfbaf2e
"screenshots/learn-drbl-full.png","workbook artifact",293673,be6a3800c65d003a26cd1fb386c06d4a847e6010e0d2f0943518fc85dbc506f8
"screenshots/learn-drbl-mobile.png","workbook artifact",135989,6cd44daa5e5b62d970574ab1a48913f08443f051290e37865d14d314c0334ea2
"screenshots/learn-drbl-top.png","workbook artifact",96528,72a60f24252f0566e507ca76590bf83efc94da84e5bea1a55cbb69f5a6980673
"screenshots/player-espn-jokic.png","workbook artifact",319651,09095273fb842500bdf26414b076fd30fc87520d593d0e6d717257610fbe39b2
"screenshots/player-jabari-desktop.png","workbook artifact",305068,189f058150f073c4911954b4fda72f4b2b732b46d8badc095b811ea07fd4f36e
"screenshots/player-jabari-mobile.png","workbook artifact",273161,f1719d262e61d7a4de72aacdcb2b5553a6a1f3742bc153e0070703c28e59bcd2
"screenshots/player-season-compare.png","workbook artifact",98505,3023baddd38108fefcb3a98813d097d3148e901f10a12889958f593560d0be74
"screenshots/player-season-rank.png","workbook artifact",135400,cd6772b09fc1dc122732e4cd0ee923fe30464dcd6bf3602f3b6864891971097f
"screenshots/team-identity-grid-explore.png","workbook artifact",482220,1fa14fe2b848a5ffbb329f1650c9a6853c3377d8178a1f032452ec27de7ab77f
